date,window,baseline_latest,00632r_zero_to_cash,baseline_00632r_weight,guarded_cash_weight
2022-12-06,full_2020_2026,1415665.769986766,1415665.769986766,0.0,0.17833154737222945
2022-12-07,full_2020_2026,1407941.6736845407,1407941.6736845407,0.0,0.17833154737222945
2022-12-08,full_2020_2026,1394180.3151049558,1394180.3151049558,0.0,0.17833154737222945
2022-12-09,full_2020_2026,1412765.8035924286,1412765.8035924286,0.0,0.17833154737222945
2022-12-12,full_2020_2026,1401322.8094875347,1401322.8094875347,0.0,0.17833154737222945
2022-12-13,full_2020_2026,1395543.9213627013,1395543.9213627013,0.0,0.17833154737222945
2022-12-14,full_2020_2026,1412946.94287758,1412946.94287758,0.0,0.17833154737222945
2022-12-15,full_2020_2026,1413898.8286437322,1413898.8286437322,0.0,0.17833154737222945
2022-12-16,full_2020_2026,1391228.7538737892,1391228.7538737892,0.0,0.17833154737222945
2022-12-19,full_2020_2026,1384373.1749734958,1384373.1749734958,0.0,0.17833154737222945
2022-12-20,full_2020_2026,1360056.4818609273,1360056.4818609273,0.0,0.17833154737222945
2022-12-21,full_2020_2026,1364340.4087843332,1364340.4087843332,0.0,0.17833154737222945
2022-12-22,full_2020_2026,1386546.0544070094,1386546.0544070094,0.0,0.17833154737222945
2022-12-23,full_2020_2026,1367236.768368822,1367236.768368822,0.0,0.17833154737222945
2022-12-26,full_2020_2026,1371731.5030358909,1371731.5030358909,0.0,0.17833154737222945
2022-12-27,full_2020_2026,1376696.9474657918,1376696.9474657918,0.0,0.17833154737222945
2022-12-28,full_2020_2026,1358370.4861253253,1358370.4861253253,0.0,0.17833154737222945
2022-12-29,full_2020_2026,1352607.0026780227,1352607.0026780227,0.0,0.17833154737222945
2022-12-30,full_2020_2026,1360387.8149647536,1360387.8149647536,0.0,0.17833154737222945
2023-01-03,full_2020_2026,1367746.8461397612,1367746.8461397612,0.0,0.17833154737222945
2023-01-04,full_2020_2026,1365430.27198414,1365430.27198414,0.0,0.17833154737222945
2023-01-05,full_2020_2026,1372801.393485114,1372801.393485114,0.0,0.17833154737222945
2023-01-06,full_2020_2026,1380038.373641544,1380038.373641544,0.0,0.17833154737222945
2023-01-09,full_2020_2026,1421393.8173111952,1421393.8173111952,0.0,0.17833154737222945
2023-01-10,full_2020_2026,1427450.5234905137,1427450.5234905137,0.0,0.17833154737222945
2023-01-11,full_2020_2026,1426221.6789475786,1426221.6789475786,0.0,0.17833154737222945
2023-01-12,full_2020_2026,1420751.8839060613,1420751.8839060613,0.0,0.17833154737222945
2023-01-13,full_2020_2026,1433366.665537811,1433366.665537811,0.0,0.17833154737222945
2023-01-16,full_2020_2026,1443175.6003488475,1443175.6003488475,0.0,0.17833154737222945
2023-01-17,full_2020_2026,1443530.042401244,1443530.042401244,0.0,0.17833154737222945
2023-01-30,full_2020_2026,1499044.4107078589,1499044.4107078589,0.0,0.17833154737222945
2023-01-31,full_2020_2026,1477139.963490502,1477139.963490502,0.0,0.17833154737222945
2023-02-01,full_2020_2026,1485490.302692066,1485490.302692066,0.0,0.17833154737222945
2023-02-02,full_2020_2026,1508000.8386827619,1508000.8386827619,0.0,0.17833154737222945
2023-02-03,full_2020_2026,1507961.6331132133,1507961.6331132133,0.0,0.17833154737222945
2023-02-06,full_2020_2026,1489049.6456270148,1489049.6456270148,0.0,0.17833154737222945
2023-02-07,full_2020_2026,1487821.9554683664,1487821.9554683664,0.0,0.17833154737222945
2023-02-08,full_2020_2026,1508321.8376209852,1508321.8376209852,0.0,0.17833154737222945
2023-02-09,full_2020_2026,1508140.823670684,1508140.823670684,0.0,0.17833154737222945
2023-02-10,full_2020_2026,1506942.5791677898,1506942.5791677898,0.0,0.17833154737222945
2023-02-13,full_2020_2026,1504524.283475122,1504524.283475122,0.0,0.17833154737222945
2023-02-14,full_2020_2026,1515656.8835978168,1515656.8835978168,0.0,0.17833154737222945
2023-02-15,full_2020_2026,1485190.9696427207,1485190.9696427207,0.0,0.17833154737222945
2023-02-16,full_2020_2026,1502951.2568598613,1502951.2568598613,0.0,0.17833154737222945
2023-02-17,full_2020_2026,1487751.9227406122,1487751.9227406122,0.0,0.17833154737222945
2023-02-20,full_2020_2026,1492596.2362847403,1492596.2362847403,0.0,0.17833154737222945
2023-02-21,full_2020_2026,1492743.7506595333,1492743.7506595333,0.0,0.17833154737222945
2023-02-22,full_2020_2026,1478190.4601393254,1478190.4601393254,0.0,0.17833154737222945
2023-02-23,full_2020_2026,1499445.5342293424,1499445.5342293424,0.0,0.17833154737222945
2023-02-24,full_2020_2026,1492782.4707093928,1492782.4707093928,0.0,0.17833154737222945
2023-03-01,full_2020_2026,1497715.6683426234,1497715.6683426234,0.0,0.17833154737222945
2023-03-02,full_2020_2026,1497545.524985062,1497545.524985062,0.0,0.17833154737222945
2023-03-03,full_2020_2026,1500949.9611419262,1500949.9611419262,0.0,0.17833154737222945
2023-03-06,full_2020_2026,1516816.0599660361,1516816.0599660361,0.0,0.17833154737222945
2023-03-07,full_2020_2026,1526598.7668237034,1526598.7668237034,0.0,0.17833154737222945
2023-03-08,full_2020_2026,1516432.1059686956,1516432.1059686956,0.0,0.17833154737222945
2023-03-09,full_2020_2026,1513885.8431162299,1513885.8431162299,0.0,0.17833154737222945
2023-03-10,full_2020_2026,1489977.6565860421,1489977.6565860421,0.0,0.17833154737222945
2023-03-13,full_2020_2026,1494598.9439761066,1494598.9439761066,0.0,0.17833154737222945
2023-03-14,full_2020_2026,1478090.4842220615,1478090.4842220615,0.0,0.17833154737222945
2023-03-15,full_2020_2026,1480425.9318570052,1480425.9318570052,0.0,0.17833154737222945
2023-03-16,full_2020_2026,1471200.6848138627,1471200.6848138627,0.0,0.17833154737222945
2023-03-17,full_2020_2026,1492593.638832048,1492593.638832048,0.0,0.17833154737222945
2023-03-20,full_2020_2026,1485063.3821411105,1485063.3821411105,0.0,0.17833154737222945
2023-03-21,full_2020_2026,1493350.5681569641,1493350.5681569641,0.0,0.17833154737222945
2023-03-22,full_2020_2026,1519594.0081221093,1519594.0081221093,0.0,0.17833154737222945
2023-03-23,full_2020_2026,1530913.1854384746,1530913.1854384746,0.0,0.17833154737222945
2023-03-24,full_2020_2026,1536925.0608218997,1536925.0608218997,0.0,0.17833154737222945
2023-03-27,full_2020_2026,1529022.3853222588,1529022.3853222588,0.0,0.17833154737222945
2023-03-28,full_2020_2026,1515304.3749985779,1515304.3749985779,0.0,0.17833154737222945
2023-03-29,full_2020_2026,1519151.505553326,1519151.505553326,0.0,0.17833154737222945
2023-03-30,full_2020_2026,1527772.8328705425,1527772.8328705425,0.0,0.17833154737222945
2023-03-31,full_2020_2026,1532815.666270284,1532815.666270284,0.0,0.17833154737222945
2023-04-06,full_2020_2026,1525389.901882865,1525389.901882865,0.0,0.17833154737222945
2023-04-07,full_2020_2026,1526963.5998684885,1526963.5998684885,0.0,0.17833154737222945
2023-04-10,full_2020_2026,1529776.0801205076,1529776.0801205076,0.0,0.17833154737222945
2023-04-11,full_2020_2026,1531211.831996597,1531211.831996597,0.0,0.17833154737222945
2023-04-12,full_2020_2026,1530243.8458351893,1530243.8458351893,0.0,0.17833154737222945
2023-04-13,full_2020_2026,1518256.364128836,1518256.364128836,0.0,0.17833154737222945
2023-04-14,full_2020_2026,1531997.9152469286,1531997.9152469286,0.0,0.17833154737222945
2023-04-17,full_2020_2026,1529162.2787210275,1529162.2787210275,0.0,0.17833154737222945
2023-04-18,full_2020_2026,1523601.8925826107,1523601.8925826107,0.0,0.17833154737222945
2023-04-19,full_2020_2026,1514911.8694613092,1514911.8694613092,0.0,0.17833154737222945
2023-04-20,full_2020_2026,1510160.0368190943,1510160.0368190943,0.0,0.17833154737222945
2023-04-21,full_2020_2026,1504121.6220849091,1504121.6220849091,0.0,0.17833154737222945
2023-04-24,full_2020_2026,1501910.3610191466,1501910.3610191466,0.0,0.17833154737222945
2023-04-25,full_2020_2026,1480350.5436253091,1480350.5436253091,0.0,0.17833154737222945
2023-04-26,full_2020_2026,1477791.4633770278,1477791.4633770278,0.0,0.17833154737222945
2023-04-27,full_2020_2026,1478444.164348714,1478444.164348714,0.0,0.17833154737222945
2023-04-28,full_2020_2026,1495334.304012184,1495334.304012184,0.0,0.17833154737222945
2023-05-02,full_2020_2026,1501299.7432681061,1501299.7432681061,0.0,0.17833154737222945
2023-05-03,full_2020_2026,1495020.3492697915,1495020.3492697915,0.0,0.17833154737222945
2023-05-04,full_2020_2026,1499485.0832152786,1499485.0832152786,0.0,0.17833154737222945
2023-05-05,full_2020_2026,1502111.3100469224,1502111.3100469224,0.0,0.17833154737222945
2023-05-08,full_2020_2026,1510909.9485726347,1510909.9485726347,0.0,0.17833154737222945
2023-05-09,full_2020_2026,1514448.896735548,1514448.896735548,0.0,0.17833154737222945
2023-05-10,full_2020_2026,1500731.602177959,1500731.602177959,0.0,0.17833154737222945
2023-05-11,full_2020_2026,1495815.3789874637,1495815.3789874637,0.0,0.17833154737222945
2023-05-12,full_2020_2026,1494242.7030345355,1494242.7030345355,0.0,0.17833154737222945
2023-05-15,full_2020_2026,1493207.641482694,1493207.641482694,0.0,0.17833154737222945
2023-05-16,full_2020_2026,1510907.4425942558,1510907.4425942558,0.0,0.17833154737222945
2023-05-17,full_2020_2026,1534479.6335722832,1534479.6335722832,0.0,0.17833154737222945
2023-05-18,full_2020_2026,1553441.2605763455,1553441.2605763455,0.0,0.17833154737222945
2023-05-19,full_2020_2026,1559942.837348668,1559942.837348668,0.0,0.17833154737222945
2023-05-22,full_2020_2026,1558367.2138258978,1558367.2138258978,0.0,0.17833154737222945
2023-05-23,full_2020_2026,1558914.280752595,1558914.280752595,0.0,0.17833154737222945
2023-05-24,full_2020_2026,1553070.196191254,1553070.196191254,0.0,0.17833154737222945
2023-05-25,full_2020_2026,1569914.012374998,1569914.012374998,0.0,0.17833154737222945
2023-05-26,full_2020_2026,1601148.4334675083,1601148.4334675083,0.0,0.17833154737222945
2023-05-29,full_2020_2026,1615271.2605751473,1615271.2605751473,0.0,0.17833154737222945
2023-05-30,full_2020_2026,1615300.8874109467,1615300.8874109467,0.0,0.17833154737222945
2023-05-31,full_2020_2026,1608780.6025383566,1608780.6025383566,0.0,0.17833154737222945
2023-06-01,full_2020_2026,1599878.703091836,1599878.703091836,0.0,0.17833154737222945
2023-06-02,full_2020_2026,1621766.419172363,1621766.419172363,0.0,0.17833154737222945
2023-06-05,full_2020_2026,1619073.9833740182,1619073.9833740182,0.0,0.17833154737222945
2023-06-06,full_2020_2026,1623008.3055818859,1623008.3055818859,0.0,0.17833154737222945
2023-06-07,full_2020_2026,1640055.3683184138,1640055.3683184138,0.0,0.17833154737222945
2023-06-08,full_2020_2026,1623201.0630965624,1623201.0630965624,0.0,0.17833154737222945
2023-06-09,full_2020_2026,1638264.0332961017,1638264.0332961017,0.0,0.17833154737222945
2023-06-12,full_2020_2026,1650068.1652264143,1650068.1652264143,0.0,0.17833154737222945
2023-06-13,full_2020_2026,1680452.8204405396,1680452.8204405396,0.0,0.17833154737222945
2023-06-14,full_2020_2026,1681314.173885543,1681314.173885543,0.0,0.17833154737222945
2023-06-15,full_2020_2026,1691346.9793214193,1691346.9793214193,0.0,0.17833154737222945
2023-06-16,full_2020_2026,1686415.3149711504,1686415.3149711504,0.0,0.17833154737222945
2023-06-19,full_2020_2026,1681561.5530204368,1681561.5530204368,0.0,0.17833154737222945
2023-06-20,full_2020_2026,1672962.964475365,1672962.964475365,0.0,0.17833154737222945
2023-06-21,full_2020_2026,1672881.4472558284,1672881.4472558284,0.0,0.17833154737222945
2023-06-26,full_2020_2026,1661152.058775819,1661152.058775819,0.0,0.17833154737222945
2023-06-27,full_2020_2026,1648229.3360733213,1648229.3360733213,0.0,0.17833154737222945
2023-06-28,full_2020_2026,1651143.9830695544,1651143.9830695544,0.0,0.17833154737222945
2023-06-29,full_2020_2026,1652563.908870644,1652563.908870644,0.0,0.17833154737222945
2023-06-30,full_2020_2026,1654982.4986343132,1654982.4986343132,0.0,0.17833154737222945
2023-07-03,full_2020_2026,1676605.4844748578,1676605.4844748578,0.0,0.17833154737222945
2023-07-04,full_2020_2026,1681814.7873685197,1681814.7873685197,0.0,0.17833154737222945
2023-07-05,full_2020_2026,1675120.5446778922,1675120.5446778922,0.0,0.17833154737222945
2023-07-06,full_2020_2026,1641481.161137106,1641481.161137106,0.0,0.17833154737222945
2023-07-07,full_2020_2026,1635496.2869498879,1635496.2869498879,0.0,0.17833154737222945
2023-07-10,full_2020_2026,1631911.0324617946,1631911.0324617946,0.0,0.17833154737222945
2023-07-11,full_2020_2026,1656441.0415596548,1656441.0415596548,0.0,0.17833154737222945
2023-07-12,full_2020_2026,1660754.5703790416,1660754.5703790416,0.0,0.17833154737222945
2023-07-13,full_2020_2026,1679124.6502447152,1679124.6502447152,0.0,0.17833154737222945
2023-07-14,full_2020_2026,1698505.4458136554,1698505.4458136554,0.0,0.17833154737222945
2023-07-17,full_2020_2026,1699442.19733465,1699442.19733465,0.0,0.17833154737222945
2023-07-18,full_2020_2026,1695197.5292870388,1695197.5292870388,0.0,0.17833154737222945
2023-07-19,full_2020_2026,1679884.4960451005,1679884.4960451005,0.0,0.17833154737222945
2023-07-20,full_2020_2026,1686276.1000286173,1686276.1000286173,0.0,0.17833154737222945
2023-07-21,full_2020_2026,1665219.7788810004,1665219.7788810004,0.0,0.17833154737222945
2023-07-24,full_2020_2026,1668078.0578098763,1668078.0578098763,0.0,0.17833154737222945
2023-07-25,full_2020_2026,1687446.2012847206,1687446.2012847206,0.0,0.17833154737222945
2023-07-26,full_2020_2026,1682946.42314712,1682946.42314712,0.0,0.17833154737222945
2023-07-27,full_2020_2026,1695809.9375195745,1695809.9375195745,0.0,0.17833154737222945
2023-07-28,full_2020_2026,1696933.5736538074,1696933.5736538074,0.0,0.17833154737222945
2023-07-31,full_2020_2026,1684520.510054287,1684520.510054287,0.0,0.17833154737222945
2023-08-01,full_2020_2026,1692857.4708627798,1692857.4708627798,0.0,0.17833154737222945
2023-08-02,full_2020_2026,1663933.5989829577,1663933.5989829577,0.0,0.17833154737222945
2023-08-04,full_2020_2026,1660910.4463579366,1660910.4463579366,0.0,0.17833154737222945
2023-08-07,full_2020_2026,1680314.032062464,1680314.032062464,0.0,0.17833154737222945
2023-08-08,full_2020_2026,1662561.562360242,1662561.562360242,0.0,0.17833154737222945
2023-08-09,full_2020_2026,1663606.878296448,1663606.878296448,0.0,0.17833154737222945
2023-08-10,full_2020_2026,1647431.8362991214,1647431.8362991214,0.0,0.17833154737222945
2023-08-11,full_2020_2026,1647505.134464514,1647505.134464514,0.0,0.17833154737222945
2023-08-14,full_2020_2026,1623951.8466685987,1623951.8466685987,0.0,0.17833154737222945
2023-08-15,full_2020_2026,1631537.913820289,1631537.913820289,0.0,0.17833154737222945
2023-08-16,full_2020_2026,1626252.3321689013,1626252.3321689013,0.0,0.17833154737222945
2023-08-17,full_2020_2026,1635476.5928215105,1635476.5928215105,0.0,0.17833154737222945
2023-08-18,full_2020_2026,1622151.8656077902,1622151.8656077902,0.0,0.17833154737222945
2023-08-21,full_2020_2026,1616554.9558476782,1616554.9558476782,0.0,0.17833154737222945
2023-08-22,full_2020_2026,1626778.7547515812,1626778.7547515812,0.0,0.17833154737222945
2023-08-23,full_2020_2026,1639810.8925915146,1639810.8925915146,0.0,0.17833154737222945
2023-08-24,full_2020_2026,1663585.1115140975,1663585.1115140975,0.0,0.17833154737222945
2023-08-25,full_2020_2026,1631465.7129179514,1631465.7129179514,0.0,0.17833154737222945
2023-08-28,full_2020_2026,1638833.1998223113,1638833.1998223113,0.0,0.17833154737222945
2023-08-29,full_2020_2026,1650668.9393254365,1650668.9393254365,0.0,0.17833154737222945
2023-08-30,full_2020_2026,1658321.5417479347,1658321.5417479347,0.0,0.17833154737222945
2023-08-31,full_2020_2026,1647593.1691953205,1647593.1691953205,0.0,0.17833154737222945
2023-09-01,full_2020_2026,1650412.7478622925,1650412.7478622925,0.0,0.17833154737222945
2023-09-04,full_2020_2026,1660612.1922742706,1660612.1922742706,0.0,0.17833154737222945
2023-09-05,full_2020_2026,1660342.6102525946,1660342.6102525946,0.0,0.17833154737222945
2023-09-06,full_2020_2026,1655654.9011921962,1655654.9011921962,0.0,0.17833154737222945
2023-09-07,full_2020_2026,1641366.2314855866,1641366.2314855866,0.0,0.17833154737222945
2023-09-08,full_2020_2026,1636892.2897311863,1636892.2897311863,0.0,0.17833154737222945
2023-09-11,full_2020_2026,1626193.9892236544,1626193.9892236544,0.0,0.17833154737222945
2023-09-12,full_2020_2026,1642111.3880333938,1642111.3880333938,0.0,0.17833154737222945
2023-09-13,full_2020_2026,1644421.9817194538,1644421.9817194538,0.0,0.17833154737222945
2023-09-14,full_2020_2026,1668812.9031591364,1668812.9031591364,0.0,0.17833154737222945
2023-09-15,full_2020_2026,1675024.0559154125,1675024.0559154125,0.0,0.17833154737222945
2023-09-18,full_2020_2026,1657193.910774054,1657193.910774054,0.0,0.17833154737222945
2023-09-19,full_2020_2026,1650002.7506971932,1650002.7506971932,0.0,0.17833154737222945
2023-09-20,full_2020_2026,1640802.614736972,1640802.614736972,0.0,0.17833154737222945
2023-09-21,full_2020_2026,1613815.302508763,1613815.302508763,0.0,0.17833154737222945
2023-09-22,full_2020_2026,1614910.984651044,1614910.984651044,0.0,0.17833154737222945
2023-09-25,full_2020_2026,1627785.2629217366,1627785.2629217366,0.0,0.17833154737222945
2023-09-26,full_2020_2026,1608959.769278884,1608959.769278884,0.0,0.17833154737222945
2023-09-27,full_2020_2026,1610212.3885314022,1610212.3885314022,0.0,0.17833154737222945
2023-09-28,full_2020_2026,1616361.4189739125,1616361.4189739125,0.0,0.17833154737222945
2023-10-02,full_2020_2026,1637353.3220484122,1637353.3220484122,0.0,0.17833154737222945
2023-10-03,full_2020_2026,1625939.3650463708,1625939.3650463708,0.0,0.17833154737222945
2023-10-04,full_2020_2026,1605920.5176362875,1605920.5176362875,0.0,0.17833154737222945
2023-10-05,full_2020_2026,1627566.4785896903,1627566.4785896903,0.0,0.17833154737222945
2023-10-06,full_2020_2026,1632969.8948750785,1632969.8948750785,0.0,0.17833154737222945
2023-10-11,full_2020_2026,1656113.5531497817,1656113.5531497817,0.0,0.17833154737222945
2023-10-12,full_2020_2026,1669374.991287788,1669374.991287788,0.0,0.17833154737222945
2023-10-13,full_2020_2026,1663348.7195743462,1663348.7195743462,0.0,0.17833154737222945
2023-10-16,full_2020_2026,1652889.3958563115,1652889.3958563115,0.0,0.17833154737222945
2023-10-17,full_2020_2026,1654215.505115755,1654215.505115755,0.0,0.17833154737222945
2023-10-18,full_2020_2026,1633620.211850381,1633620.211850381,0.0,0.17833154737222945
2023-10-19,full_2020_2026,1633310.0183464289,1633310.0183464289,0.0,0.17833154737222945
2023-10-20,full_2020_2026,1634275.733115315,1634275.733115315,0.0,0.17833154737222945
2023-10-23,full_2020_2026,1615955.1648692111,1615955.1648692111,0.0,0.17833154737222945
2023-10-24,full_2020_2026,1621493.9911529892,1621493.9911529892,0.0,0.17833154737222945
2023-10-25,full_2020_2026,1625205.5331722633,1625205.5331722633,0.0,0.17833154737222945
2023-10-26,full_2020_2026,1593156.122322592,1593156.122322592,0.0,0.17833154737222945
2023-10-27,full_2020_2026,1600697.4152468005,1600697.4152468005,0.0,0.17833154737222945
2023-10-30,full_2020_2026,1598873.6328897593,1598873.6328897593,0.0,0.17833154737222945
2023-10-31,full_2020_2026,1585968.5170633048,1585968.5170633048,0.0,0.17833154737222945
2023-11-01,full_2020_2026,1594096.4683725112,1594096.4683725112,0.0,0.17833154737222945
2023-11-02,full_2020_2026,1628334.6602647956,1628334.6602647956,0.0,0.17833154737222945
2023-11-03,full_2020_2026,1640585.340895868,1640585.340895868,0.0,0.17833154737222945
2023-11-06,full_2020_2026,1657868.1093344819,1657868.1093344819,0.0,0.17833154737222945
2023-11-07,full_2020_2026,1657889.5881638615,1657889.5881638615,0.0,0.17833154737222945
2023-11-08,full_2020_2026,1666903.521313659,1666903.521313659,0.0,0.17833154737222945
2023-11-09,full_2020_2026,1667811.051473461,1667811.051473461,0.0,0.17833154737222945
2023-11-10,full_2020_2026,1660537.4949908229,1660537.4949908229,0.0,0.17833154737222945
2023-11-13,full_2020_2026,1681729.7451618505,1681729.7451618505,0.0,0.17833154737222945
2023-11-14,full_2020_2026,1687367.3367146957,1687367.3367146957,0.0,0.17833154737222945
2023-11-15,full_2020_2026,1706927.8586368058,1706927.8586368058,0.0,0.17833154737222945
2023-11-16,full_2020_2026,1707462.448604105,1707462.448604105,0.0,0.17833154737222945
2023-11-17,full_2020_2026,1712132.1223647632,1712132.1223647632,0.0,0.17833154737222945
2023-11-20,full_2020_2026,1711994.180340196,1711994.180340196,0.0,0.17833154737222945
2023-11-21,full_2020_2026,1733728.42451163,1733728.42451163,0.0,0.17833154737222945
2023-11-22,full_2020_2026,1720275.4308043648,1720275.4308043648,0.0,0.17833154737222945
2023-11-23,full_2020_2026,1719402.0272931778,1719402.0272931778,0.0,0.17833154737222945
2023-11-24,full_2020_2026,1719466.1885821284,1719466.1885821284,0.0,0.17833154737222945
2023-11-27,full_2020_2026,1706739.9648492364,1706739.9648492364,0.0,0.17833154737222945
2023-11-28,full_2020_2026,1723215.5948737934,1723215.5948737934,0.0,0.17833154737222945
2023-11-29,full_2020_2026,1722633.1078381687,1722633.1078381687,0.0,0.17833154737222945
2023-11-30,full_2020_2026,1726993.1473375987,1726993.1473375987,0.0,0.17833154737222945
2023-12-01,full_2020_2026,1731134.2926876205,1731134.2926876205,0.0,0.17833154737222945
2023-12-04,full_2020_2026,1728979.052159675,1728979.052159675,0.0,0.17833154737222945
2023-12-05,full_2020_2026,1717103.307998071,1717103.307998071,0.0,0.17833154737222945
2023-12-06,full_2020_2026,1724642.9773341496,1724642.9773341496,0.0,0.17833154737222945
2023-12-07,full_2020_2026,1714002.6640666276,1714002.6640666276,0.0,0.17833154737222945
2023-12-08,full_2020_2026,1725999.8974207724,1725999.8974207724,0.0,0.17833154737222945
2023-12-11,full_2020_2026,1728756.564540851,1728756.564540851,0.0,0.17833154737222945
2023-12-12,full_2020_2026,1733738.1580140442,1733738.1580140442,0.0,0.17833154737222945
2023-12-13,full_2020_2026,1736299.1874223296,1736299.1874223296,0.0,0.17833154737222945
2023-12-14,full_2020_2026,1758138.8447092199,1758138.8447092199,0.0,0.17833154737222945
2023-12-15,full_2020_2026,1762593.074963239,1762593.074963239,0.0,0.17833154737222945
2023-12-18,full_2020_2026,1762861.278395393,1762861.278395393,0.0,0.17833154737222945
2023-12-19,full_2020_2026,1753486.9164614263,1753486.9164614263,0.0,0.17833154737222945
2023-12-20,full_2020_2026,1762608.7874924592,1762608.7874924592,0.0,0.17833154737222945
2023-12-21,full_2020_2026,1747149.086238782,1747149.086238782,0.0,0.17833154737222945
2023-12-22,full_2020_2026,1750038.6098958706,1750038.6098958706,0.0,0.17833154737222945
2023-12-25,full_2020_2026,1755621.0680614896,1755621.0680614896,0.0,0.17833154737222945
2023-12-26,full_2020_2026,1767473.0287072915,1767473.0287072915,0.0,0.17833154737222945
2023-12-27,full_2020_2026,1784214.4009742201,1784214.4009742201,0.0,0.17833154737222945
2023-12-28,full_2020_2026,1783577.057918861,1783577.057918861,0.0,0.17833154737222945
2023-12-29,full_2020_2026,1782143.892964825,1782143.892964825,0.0,0.17833154737222945
2024-01-02,full_2020_2026,1775466.1427901457,1775466.1427901457,0.0,0.17833154737222945
2024-01-03,full_2020_2026,1747035.6389257768,1747035.6389257768,0.0,0.17833154737222945
2024-01-04,full_2020_2026,1746139.6937205181,1746139.6937205181,0.0,0.17833154737222945
2024-01-05,full_2020_2026,1741939.1481000073,1741939.1481000073,0.0,0.17833154737222945
2024-01-08,full_2020_2026,1749206.7378425878,1749206.7378425878,0.0,0.17833154737222945
2024-01-09,full_2020_2026,1750093.719199724,1750093.719199724,0.0,0.17833154737222945
2024-01-10,full_2020_2026,1739847.5329935988,1739847.5329935988,0.0,0.17833154737222945
2024-01-11,full_2020_2026,1748858.4281428298,1748858.4281428298,0.0,0.17833154737222945
2024-01-12,full_2020_2026,1744164.1921600965,1744164.1921600965,0.0,0.17833154737222945
2024-01-16,full_2020_2026,1731082.9535639724,1731082.9535639724,0.0,0.17833154737222945
2024-01-17,full_2020_2026,1714938.1787523804,1714938.1787523804,0.0,0.17833154737222945
2024-01-18,full_2020_2026,1721718.208691049,1721718.208691049,0.0,0.17833154737222945
2024-01-19,full_2020_2026,1772265.4488379718,1772265.4488379718,0.0,0.17833154737222945
2024-01-22,full_2020_2026,1785172.5314184227,1785172.5314184227,0.0,0.17833154737222945
2024-01-23,full_2020_2026,1790023.7117330562,1790023.7117330562,0.0,0.17833154737222945
2024-01-24,full_2020_2026,1790564.8479218693,1790564.8479218693,0.0,0.17833154737222945
2024-01-25,full_2020_2026,1808313.165416106,1808313.165416106,0.0,0.17833154737222945
2024-01-26,full_2020_2026,1807057.4658532953,1807057.4658532953,0.0,0.17833154737222945
2024-01-29,full_2020_2026,1821095.6378758661,1821095.6378758661,0.0,0.17833154737222945
2024-01-30,full_2020_2026,1817028.510945872,1817028.510945872,0.0,0.17833154737222945
2024-01-31,full_2020_2026,1795989.6770698852,1795989.6770698852,0.0,0.17833154737222945
2024-02-01,full_2020_2026,1798639.9387245271,1798639.9387245271,0.0,0.17833154737222945
2024-02-02,full_2020_2026,1809341.1290502106,1809341.1290502106,0.0,0.17833154737222945
2024-02-05,full_2020_2026,1815622.6173441121,1815622.6173441121,0.0,0.17833154737222945
2024-02-15,full_2020_2026,1886848.1398954713,1886848.1398954713,0.0,0.17833154737222945
2024-02-16,full_2020_2026,1879488.2806540816,1879488.2806540816,0.0,0.17833154737222945
2024-02-19,full_2020_2026,1880739.4534792127,1880739.4534792127,0.0,0.17833154737222945
2024-02-20,full_2020_2026,1887486.4661923288,1887486.4661923288,0.0,0.17833154737222945
2024-02-21,full_2020_2026,1882652.8293579323,1882652.8293579323,0.0,0.17833154737222945
2024-02-22,full_2020_2026,1904604.2936869888,1904604.2936869888,0.0,0.17833154737222945
2024-02-23,full_2020_2026,1911179.1065510544,1911179.1065510544,0.0,0.17833154737222945
2024-02-26,full_2020_2026,1916662.3973168647,1916662.3973168647,0.0,0.17833154737222945
2024-02-27,full_2020_2026,1907584.3497192604,1907584.3497192604,0.0,0.17833154737222945
2024-02-29,full_2020_2026,1911022.7747622486,1911022.7747622486,0.0,0.17833154737222945
2024-03-01,full_2020_2026,1907024.7004967206,1907024.7004967206,0.0,0.17833154737222945
2024-03-04,full_2020_2026,1954754.902782415,1954754.902782415,0.0,0.17833154737222945
2024-03-05,full_2020_2026,1969198.1910889735,1969198.1910889735,0.0,0.17833154737222945
2024-03-06,full_2020_2026,1981282.0260303644,1981282.0260303644,0.0,0.17833154737222945
2024-03-07,full_2020_2026,2016619.3193463073,2016619.3193463073,0.0,0.17833154737222945
2024-03-08,full_2020_2026,2035198.5744597577,2035198.5744597577,0.0,0.17833154737222945
2024-03-11,full_2020_2026,2021838.7153427647,2021838.7153427647,0.0,0.17833154737222945
2024-03-12,full_2020_2026,2047157.6900905333,2047157.6900905333,0.0,0.17833154737222945
2024-03-13,full_2020_2026,2054820.2079342115,2054820.2079342115,0.0,0.17833154737222945
2024-03-14,full_2020_2026,2051959.268034353,2051959.268034353,0.0,0.17833154737222945
2024-03-15,full_2020_2026,2031269.7298514708,2031269.7298514708,0.0,0.17833154737222945
2024-03-19,full_2020_2026,2043215.9112010305,2043215.9112010305,0.0,0.17833154737222945
2024-03-21,full_2020_2026,2087650.7751793396,2087650.7751793396,0.0,0.17833154737222945
2024-03-22,full_2020_2026,2082385.699458531,2082385.699458531,0.0,0.17833154737222945
