date,window,fixed_10pct,raw_gate,debounce_2of3,debounce_3of3,fixed_10pct_00713_weight,raw_gate_00713_weight
2025-11-25,ncf_panel_2025_2026,1254424.3507560045,1250112.0180669422,1252327.5258645366,1252603.600456508,0.1,0.1
2025-11-26,ncf_panel_2025_2026,1275406.0880647607,1271021.6264891573,1273274.1912863124,1273554.883553764,0.1,0.1
2025-11-27,ncf_panel_2025_2026,1287023.247525122,1282598.8496580517,1284871.9321590883,1285155.1811391516,0.1,0.1
2025-11-28,ncf_panel_2025_2026,1295920.9143513094,1291465.9289884786,1293754.7261479732,1294039.9333327995,0.1,0.1
2025-12-01,ncf_panel_2025_2026,1278145.595326115,1273751.716150552,1276009.1193420636,1276290.4145221969,0.1,0.1
2025-12-02,ncf_panel_2025_2026,1283162.0444391286,1278750.9202240543,1281017.1832420824,1281299.5824458592,0.1,0.1
2025-12-03,ncf_panel_2025_2026,1294344.7207211477,1289895.1538367698,1292181.1671940559,1292466.0274890813,0.1,0.1
2025-12-04,ncf_panel_2025_2026,1293823.9389289108,1289376.1623353106,1291661.2559112478,1291946.0015922505,0.1,0.1
2025-12-05,ncf_panel_2025_2026,1304083.3421304198,1299600.2968019857,1301903.5100738439,1302190.5136515074,0.1,0.1
2025-12-08,ncf_panel_2025_2026,1321004.660878007,1316463.4451577647,1318796.5441007742,1319087.27173415,0.1,0.1
2025-12-09,ncf_panel_2025_2026,1318386.529152004,1313854.3137792277,1316182.7886958853,1316472.9401289923,0.1,0.1
2025-12-10,ncf_panel_2025_2026,1327371.325279623,1322808.2228868185,1325152.5663457827,1325444.6951591305,0.1,0.1
2025-12-11,ncf_panel_2025_2026,1313308.0201590504,1308793.2631689406,1311112.7686517162,1311401.802402998,0.1,0.1
2025-12-12,ncf_panel_2025_2026,1318916.931815915,1314382.8930787048,1316712.3047686617,1317002.5729331593,0.1,0.1
2025-12-15,ncf_panel_2025_2026,1304339.7808286143,1299855.8539412562,1302159.5201235947,1302446.580138467,0.1,0.1
2025-12-16,ncf_panel_2025_2026,1292398.0678151855,1287955.1929365518,1290237.7682031393,1290522.2000774262,0.1,0.1
2025-12-17,ncf_panel_2025_2026,1287643.3650653223,1283216.8354211242,1285491.0131458344,1285774.3986018011,0.1,0.1
2025-12-18,ncf_panel_2025_2026,1285950.8162941004,1281530.1051222475,1283801.2935435385,1284084.3065021834,0.1,0.1
2025-12-19,ncf_panel_2025_2026,1300055.6024983842,1295586.4033243777,1297882.5029838795,1298168.6201337767,0.1,0.1
2025-12-22,ncf_panel_2025_2026,1318979.6219959785,1314445.3677488314,1316774.890159361,1317065.1721207576,0.1,0.1
2025-12-23,ncf_panel_2025_2026,1323045.6762466852,1318497.4441310042,1320834.147823444,1321125.3246449155,0.1,0.1
2025-12-24,ncf_panel_2025_2026,1325531.2953798298,1320974.5184550225,1323315.6121360403,1323607.3359943156,0.1,0.1
2025-12-26,ncf_panel_2025_2026,1337328.291766002,1332730.9603246003,1335092.8893293792,1335387.2094789033,0.1,0.1
2025-12-29,ncf_panel_2025_2026,1352292.9188391312,1347644.1435219247,1350032.5023771354,1350330.1159522939,0.1,0.1
2025-12-30,ncf_panel_2025_2026,1350378.2645824568,1345736.0712692859,1348121.0485483713,1348418.2407450764,0.1,0.1
2025-12-31,ncf_panel_2025_2026,1357036.550422021,1352371.4679297125,1354768.2047734042,1355066.8623303322,0.1,0.1
2026-01-02,ncf_panel_2025_2026,1382900.2306574374,1378146.2366307895,1380588.6527417891,1380893.002395625,0.1,0.1
2026-01-05,ncf_panel_2025_2026,1429670.6798507413,1424755.903121799,1427280.923093942,1427595.5660210785,0.1,0.1
2026-01-06,ncf_panel_2025_2026,1446732.883300478,1441759.4518606006,1444314.6063281116,1444633.0043169644,0.1,0.1
2026-01-07,ncf_panel_2025_2026,1438685.1498269953,1433739.3840682802,1436280.3249913452,1436596.951829364,0.1,0.1
2026-01-08,ncf_panel_2025_2026,1440702.4794504826,1435749.7787207789,1438294.282560578,1438611.353373917,0.1,0.1
2026-01-09,ncf_panel_2025_2026,1437276.1584549942,1432335.2363837827,1434873.6888097378,1435190.0055559461,0.1,0.1
2026-01-12,ncf_panel_2025_2026,1448757.4257270144,1443777.034520706,1446335.7646438791,1446654.6081954509,0.1,0.1
2026-01-13,ncf_panel_2025_2026,1456165.4195363212,1451159.561880924,1453731.3756691578,1454051.8495772087,0.1,0.1
2026-01-14,ncf_panel_2025_2026,1460497.7127380518,1455476.9619648822,1458056.427254272,1458377.854616453,0.1,0.1
2026-01-15,ncf_panel_2025_2026,1460162.4243168996,1455142.8261642272,1457721.6992823065,1458043.0528539764,0.1,0.1
2026-01-16,ncf_panel_2025_2026,1486570.4394372264,1481460.0584910056,1484085.5722561534,1484412.737722335,0.1,0.1
2026-01-19,ncf_panel_2025_2026,1499319.360352115,1494165.1524597907,1496813.1827949341,1497143.1540525828,0.1,0.1
2026-01-20,ncf_panel_2025_2026,1499505.705297172,1494350.8568071127,1496999.2162563063,1497329.2285248814,0.1,0.1
2026-01-21,ncf_panel_2025_2026,1481884.0275629961,1476789.7570877715,1479406.9939233111,1479733.1280006764,0.1,0.1
2026-01-22,ncf_panel_2025_2026,1501755.9030029702,1496593.3190116684,1499245.6526587168,1499576.1601523827,0.1,0.1
2026-01-23,ncf_panel_2025_2026,1512312.076162204,1507113.2032304343,1509784.1807151386,1510117.011418806,0.1,0.1
2026-01-26,ncf_panel_2025_2026,1513445.6620185312,1508242.892160382,1510915.8717333765,1511248.9519174153,0.1,0.1
2026-01-27,ncf_panel_2025_2026,1530791.6048390972,1525529.2048596076,1528232.820055669,1528569.717746984,0.1,0.1
2026-01-28,ncf_panel_2025_2026,1554664.8068870828,1549320.338037101,1552066.1170075336,1552408.268729919,0.1,0.1
2026-01-29,ncf_panel_2025_2026,1544996.0828630577,1539684.852170997,1542413.5546764715,1542753.5784992846,0.1,0.1
2026-01-30,ncf_panel_2025_2026,1518786.6609773461,1513565.530375172,1516247.9429800054,1516582.1986148458,0.1,0.1
2026-02-02,ncf_panel_2025_2026,1490258.3014857422,1485135.2427817476,1487767.2698827696,1488095.24697622,0.1,0.1
2026-02-03,ncf_panel_2025_2026,1522336.580297056,1517103.246142618,1519791.9284550897,1520126.9653586664,0.1,0.1
2026-02-04,ncf_panel_2025_2026,1525899.802096694,1520654.2186600766,1523349.1941744278,1523685.01527436,0.1,0.1
2026-02-05,ncf_panel_2025_2026,1503200.108151994,1498032.5594188406,1500687.443755986,1501018.2690913354,0.1,0.1
2026-02-06,ncf_panel_2025_2026,1497850.108537479,1492700.9514898907,1495346.3868986445,1495676.0348023218,0.1,0.1
2026-02-09,ncf_panel_2025_2026,1543333.0485591164,1538027.5348775615,1540753.3002067402,1541092.9580277957,0.1,0.1
2026-02-10,ncf_panel_2025_2026,1574342.6451245167,1568930.529799855,1571711.0628820271,1572057.5453168696,0.1,0.1
2026-02-11,ncf_panel_2025_2026,1608774.9972078886,1603244.5138386649,1606085.8597904881,1606439.9201215557,0.1,0.1
2026-02-23,ncf_panel_2025_2026,1613647.365673596,1608100.1325706835,1610950.0838802727,1611305.2165256136,0.1,0.1
2026-02-24,ncf_panel_2025_2026,1660436.0258566076,1654727.9474475086,1657660.5347816714,1658025.9647082002,0.1,0.1
2026-02-25,ncf_panel_2025_2026,1696947.5959911349,1691114.0018127311,1694111.0742378335,1694484.5396563562,0.1,0.1
2026-02-26,ncf_panel_2025_2026,1701143.287815016,1695295.2701131892,1698299.7527802456,1698674.141589571,0.1,0.1
2026-03-02,ncf_panel_2025_2026,1681342.3937090987,1675562.4455109246,1678531.9567305082,1678901.9877451546,0.1,0.1
2026-03-03,ncf_panel_2025_2026,1640487.5097320573,1634848.0083066006,1637745.3634699292,1638106.4031130217,0.1,0.1
2026-03-04,ncf_panel_2025_2026,1562651.082945475,1557279.1596863936,1560039.043657953,1560382.9530055814,0.1,0.1
2026-03-05,ncf_panel_2025_2026,1605284.3707433473,1599765.887095429,1602601.0680599848,1602954.3601715288,0.1,0.1
2026-03-06,ncf_panel_2025_2026,1598390.6462391256,1592895.8611374856,1595718.8667162685,1596070.6416520828,0.1,0.1
2026-03-09,ncf_panel_2025_2026,1518626.5558001068,1513405.9755912581,1516088.1054255376,1516422.3258243178,0.1,0.1
2026-03-10,ncf_panel_2025_2026,1553816.704423465,1548475.1510940369,1551219.4321840908,1551561.3972554908,0.1,0.1
2026-03-11,ncf_panel_2025_2026,1619626.7462947492,1614058.957884139,1616919.469706511,1617275.9182981376,0.1,0.1
2026-03-12,ncf_panel_2025_2026,1587726.235342597,1582268.1112701301,1585072.2818466397,1585421.7097514155,0.1,0.1
2026-03-13,ncf_panel_2025_2026,1575616.0661066822,1570199.5731446403,1572982.3552856047,1573329.1179758313,0.1,0.1
2026-03-16,ncf_panel_2025_2026,1571505.7984376906,1566103.4353365842,1568878.9581078899,1569224.8162075216,0.1,0.1
2026-03-17,ncf_panel_2025_2026,1597765.1491594438,1592272.5143281666,1595094.415182175,1595446.0524581533,0.1,0.1
2026-03-18,ncf_panel_2025_2026,1625288.9464032815,1619701.6930559415,1622572.205201158,1622929.8999337608,0.1,0.1
2026-03-19,ncf_panel_2025_2026,1583694.6362828382,1578250.371632348,1581047.4217801539,1581395.9624077776,0.1,0.1
2026-03-20,ncf_panel_2025_2026,1579857.2464965207,1574426.173635082,1577216.4463578572,1577564.142450042,0.1,0.1
2026-03-23,ncf_panel_2025_2026,1536950.2275332792,1531666.6560658894,1534381.1483440108,1534719.401429333,0.1,0.1
2026-03-24,ncf_panel_2025_2026,1539814.1731971195,1534520.7563480623,1537240.3067980427,1537579.1901825375,0.1,0.1
2026-03-25,ncf_panel_2025_2026,1561697.891067882,1556329.2445950734,1559087.4450820638,1559431.1446505545,0.1,0.1
2026-03-26,ncf_panel_2025_2026,1556753.827674853,1551402.1774012758,1554151.6459061485,1554494.2573816958,0.1,0.1
2026-03-27,ncf_panel_2025_2026,1547282.4857648476,1541963.3951089974,1544696.135756313,1545036.6627722823,0.1,0.1
2026-03-30,ncf_panel_2025_2026,1533503.694695763,1528231.9713690842,1530940.3765361165,1531277.8711060714,0.1,0.1
2026-03-31,ncf_panel_2025_2026,1498343.8685941382,1493193.0141483515,1495839.3216138817,1496169.0781846193,0.1,0.1
2026-04-01,ncf_panel_2025_2026,1568073.419485032,1562682.855867848,1565452.3165260188,1565797.4192252802,0.1,0.1
2026-04-02,ncf_panel_2025_2026,1531965.3079494,1526698.8731325073,1529404.5612701464,1529741.7172708663,0.1,0.1
2026-04-07,ncf_panel_2025_2026,1560512.5075758754,1555147.9360941001,1557904.0430101485,1558247.4816986078,0.1,0.1
2026-04-08,ncf_panel_2025_2026,1648726.0358636484,1643058.2128693978,1645970.118546573,1646332.9713302813,0.1,0.1
2026-04-09,ncf_panel_2025_2026,1646144.32818505,1640485.3803233725,1643392.7263047083,1643755.0109043778,0.1,0.1
2026-04-10,ncf_panel_2025_2026,1681279.011309275,1675499.2810006805,1678468.680277124,1678838.6973425273,0.1,0.1
2026-04-13,ncf_panel_2025_2026,1678068.0094112454,1672299.3175590085,1675263.045708501,1675632.356094352,0.1,0.1
2026-04-14,ncf_panel_2025_2026,1730041.3870112668,1724094.0263576384,1727149.5475461222,1727530.296269411,0.1,0.1
2026-04-15,ncf_panel_2025_2026,1752246.6206880591,1746222.9251362802,1749317.6642085118,1749703.2998752207,0.1,0.1
2026-04-16,ncf_panel_2025_2026,1774795.980603644,1768694.767151465,1771829.3318877101,1772219.9302333833,0.1,0.1
2026-04-17,ncf_panel_2025_2026,1758601.4605195737,1752555.918944539,1755661.8816487023,1756048.9158930236,0.1,0.1
2026-04-20,ncf_panel_2025_2026,1771020.89572838,1764932.659879754,1768060.5572310966,1768450.3247534395,0.1,0.1
2026-04-21,ncf_panel_2025_2026,1803793.2862283813,1797592.388782612,1800778.167254211,1801175.147347268,0.1,0.1
2026-04-22,ncf_panel_2025_2026,1811555.488307455,1805327.906751365,1808527.3944747192,1808926.0828786604,0.1,0.1
2026-04-23,ncf_panel_2025_2026,1801330.8692528117,1795138.4368541467,1798319.8663157735,1798716.3044783736,0.1,0.1
2026-04-24,ncf_panel_2025_2026,1877128.7943429407,1870675.7915320923,1873991.0918755922,1874404.2116987712,0.1,0.1
2026-04-27,ncf_panel_2025_2026,1933458.1691733901,1926811.5229560747,1930226.3097047096,1930651.826536256,0.1,0.1
2026-04-28,ncf_panel_2025_2026,1915221.499897418,1908637.5458504285,1912020.1238150431,1912441.6271076093,0.1,0.1
2026-04-29,ncf_panel_2025_2026,1892455.9189642922,1885950.2261203667,1889292.596541144,1889709.0895686725,0.1,0.1
2026-04-30,ncf_panel_2025_2026,1885378.775325969,1878897.4115680011,1882227.2826563905,1882642.2181411777,0.1,0.1
2026-05-04,ncf_panel_2025_2026,1977309.6100240406,1970512.2157749853,1974004.4509636809,1974439.618651122,0.1,0.1
2026-05-05,ncf_panel_2025_2026,1979409.2788622435,1972604.666584806,1976100.610114049,1976536.2398980826,0.1,0.1
2026-05-06,ncf_panel_2025_2026,2008484.8929029186,2001580.3274311682,2005127.6230005627,2005569.6517661512,0.1,0.1
2026-05-07,ncf_panel_2025_2026,2053769.977495676,2046709.7355572665,2050337.0116037377,2050789.0067425426,0.1,0.1
2026-05-08,ncf_panel_2025_2026,2035730.960906785,2028732.731668359,2032328.1480160847,2032776.1731154516,0.1,0.1
2026-05-11,ncf_panel_2025_2026,2039012.5429080904,2032003.0325801927,2035604.2447102694,2036052.9920225071,0.1,0.1
2026-05-12,ncf_panel_2025_2026,2035019.7739777986,2028023.9895855999,2031618.1498669991,2032066.0184478473,0.1,0.1
2026-05-13,ncf_panel_2025_2026,2007772.0120702481,2000869.8972678555,2004415.9337792266,2004857.8056535008,0.1,0.1
2026-05-14,ncf_panel_2025_2026,2017001.1910496193,2010067.3491126394,2013629.6857843045,2014073.5888227692,0.1,0.1
2026-05-15,ncf_panel_2025_2026,1996263.1107600902,1989400.5600902853,1992926.2700984448,1993365.6090856371,0.1,0.1
2026-05-18,ncf_panel_2025_2026,1983085.9876157525,1976268.7359222064,1979771.173088876,1980207.612045554,0.1,0.1
2026-05-19,ncf_panel_2025_2026,1944915.2856532203,1938229.2533239494,1941664.2751157605,1942092.3134375468,0.1,0.1
2026-05-20,ncf_panel_2025_2026,1929603.1371155279,1922969.7433360738,1926377.7215006927,1926802.3899140765,0.1,0.1
2026-05-21,ncf_panel_2025_2026,2007891.4545794572,2000988.9291697314,2004535.1766350837,2004977.074796349,0.1,0.1
2026-05-22,ncf_panel_2025_2026,2042843.6752489733,2035820.9946432349,2039428.973146724,2039878.5636172579,0.1,0.1
2026-05-25,ncf_panel_2025_2026,2120953.3914118367,2113662.1931532486,2117408.1255198964,2117874.9064316116,0.1,0.1
2026-05-26,ncf_panel_2025_2026,2109691.4782615188,2102438.9950646963,2106165.0371474973,2106629.3395294584,0.1,0.1
2026-05-27,ncf_panel_2025_2026,2162776.0555354427,2155341.083567794,2159160.8812404093,2159636.866513413,0.1,0.1
2026-05-28,ncf_panel_2025_2026,2115195.8518152176,2107924.446241773,2111660.2099012653,2112125.7236896236,0.1,0.1
2026-05-29,ncf_panel_2025_2026,2219114.631617029,2211485.9846117864,2215405.2849403718,2215893.6692467607,0.1,0.1
2026-06-01,ncf_panel_2025_2026,2238670.4871144695,2230974.6129744267,2234928.4519743295,2235421.1401471286,0.1,0.1
2026-06-02,ncf_panel_2025_2026,2245362.399942105,2237643.5210234793,2241609.17897846,2242103.3399121333,0.1,0.1
2026-06-03,ncf_panel_2025_2026,2293482.4114455995,2285598.110436371,2289648.7557886727,2290153.507008267,0.1,0.1
2026-06-04,ncf_panel_2025_2026,2259890.919010069,2252122.0954234665,2256113.4129945603,2256610.7713749115,0.1,0.1
2026-06-05,ncf_panel_2025_2026,2206129.155082158,2198545.1482299147,2202441.5141946217,2202927.0406482164,0.1,0.1
2026-06-08,ncf_panel_2025_2026,2112020.894336106,2104760.4033091743,2108490.5595017453,2108955.3745432324,0.1,0.1
2026-06-09,ncf_panel_2025_2026,2175624.4259487223,2168145.2851575804,2171987.7750434163,2172466.587994803,0.1,0.1
2026-06-10,ncf_panel_2025_2026,2099808.1165893874,2092589.6094100028,2096298.1959444976,2096760.323189282,0.1,0.1
2026-06-11,ncf_panel_2025_2026,2092012.3776704818,2084820.6698909618,2088515.487942445,2088975.8994955341,0.1,0.1
2026-06-12,ncf_panel_2025_2026,2147062.3737235237,2139681.42065602,2143473.465531456,2143945.9925263324,0.1,0.1
2026-06-15,ncf_panel_2025_2026,2228112.961408734,2220453.3808588064,2224388.573632247,2224878.9382973746,0.1,0.1
2026-06-16,ncf_panel_2025_2026,2240478.647839999,2232776.557788571,2236733.5902805203,2237226.6763946014,0.1,0.1
2026-06-17,ncf_panel_2025_2026,2245947.407967686,2238226.5179678574,2242193.2091376684,2242687.498820319,0.1,0.1
2026-06-18,ncf_panel_2025_2026,2277465.3876268202,2269636.1483160937,2273658.5051222243,2274159.7313039694,0.1,0.1
2026-06-22,ncf_panel_2025_2026,2377349.632436119,2369177.0212084223,2373375.78906963,2373898.997846112,0.1,0.1
2026-06-23,ncf_panel_2025_2026,2343811.5547730518,2335754.2373440983,2339893.7717628637,2340409.599455663,0.1,0.1
2026-06-24,ncf_panel_2025_2026,2270694.427582623,2262888.4647909766,2266898.863032395,2267398.599056499,0.1,0.1
2026-06-25,ncf_panel_2025_2026,2273489.178233747,2265673.6079320237,2269688.9421361852,2270189.2932309755,0.1,0.1
2026-06-26,ncf_panel_2025_2026,2170034.2077350314,2162574.2844285686,2166406.901122741,2166884.4837749777,0.1,0.1
2026-06-29,ncf_panel_2025_2026,2205203.0556706903,2197622.23246899,2201516.962798622,2202002.2854356077,0.1,0.1
2026-06-30,ncf_panel_2025_2026,2283850.048772348,2275998.8609216805,2280032.4940288044,2280535.125351258,0.1,0.1
2026-07-01,ncf_panel_2025_2026,2320694.2300094743,2312716.382972818,2316815.088613633,2317325.828629365,0.1,0.1
2026-07-02,ncf_panel_2025_2026,2303269.5663253185,2295351.620028596,2299419.5510130995,2299926.456196612,0.1,0.1
2026-07-03,ncf_panel_2025_2026,2297856.437574781,2289957.0999825587,2294015.4705428337,2294521.18440117,0.1,0.1
2026-07-06,ncf_panel_2025_2026,2296836.822599431,2288940.9901360637,2292997.559898285,2293503.049359042,0.1,0.1
2026-07-07,ncf_panel_2025_2026,2243506.073439448,2235793.5760116265,2239755.9554063347,2240249.7077983674,0.1,0.1
2026-07-08,ncf_panel_2025_2026,2240742.043656538,2233039.048129711,2236996.5458194893,2237489.689901907,0.1,0.1
2026-07-09,ncf_panel_2025_2026,2231213.466913439,2223543.227760438,2227483.896507075,2227974.943533632,0.1,0.1
2026-07-10,ncf_panel_2025_2026,2231213.466913439,2223543.227760438,2227483.896507075,2227974.943533632,0.1,0.1
2026-07-13,ncf_panel_2025_2026,2235003.376823975,2227320.109103419,2231267.4714182685,2231759.3525308594,0.1,0.1
2026-07-14,ncf_panel_2025_2026,2197359.141692863,2189805.283502354,2193686.160264354,2194169.756607244,0.1,0.1
2026-07-15,ncf_panel_2025_2026,2241899.8979531117,2234192.9220723244,2238152.46471222,2238645.863616024,0.1,0.1
2026-07-16,ncf_panel_2025_2026,2246457.587409032,2238734.943566111,2242702.5357918763,2243196.9377551763,0.1,0.1
2026-07-17,ncf_panel_2025_2026,2080207.8275582278,2073056.700262735,2076730.6696494059,2077188.4832488173,0.1,0.1
2026-07-20,ncf_panel_2025_2026,2067075.249195487,2059969.2677447242,2063620.0429628931,2064074.9663352363,0.1,0.1
2026-07-21,ncf_panel_2025_2026,2155517.907506593,2148107.8868634207,2151914.8655218454,2152389.253416534,0.1,0.1
2026-07-22,ncf_panel_2025_2026,2179611.1091156625,2172118.263309841,2175967.7942959536,2176447.484639371,0.1,0.1
2026-07-23,ncf_panel_2025_2026,2184745.0842765295,2177234.5894120797,2181093.187793922,2181574.008026198,0.1,0.1
2026-07-24,ncf_panel_2025_2026,2131145.4851954216,2123819.2495914833,2127583.182775189,2128052.2067700615,0.1,0.1
2026-07-27,ncf_panel_2025_2026,2129394.868216648,2122074.6507060444,2125835.4920288776,2126304.1307467367,0.1,0.1
2026-07-28,ncf_panel_2025_2026,2020706.186774517,2013759.6081793495,2017328.4884476163,2017773.2068841418,0.1,0.1
2026-07-29,ncf_panel_2025_2026,1991500.5092554428,1984654.3309736107,1988171.629489468,1988609.9203199768,0.1,0.1
2026-07-30,ncf_panel_2025_2026,1990003.820492336,1983162.7873751963,1986677.4425067606,1987115.4039449557,0.1,0.1
2026-07-31,ncf_panel_2025_2026,2069261.5254586576,2062148.8757957523,2065802.6647701485,2066258.069299707,0.10021387733032887,0.1
2026-08-03,ncf_panel_2025_2026,2048016.301160966,2040980.4882624282,2044592.9527894058,2045043.6816550822,0.1,0.1
2026-08-04,ncf_panel_2025_2026,2028416.151163151,2021447.6731720988,2025025.565295258,2025471.9805461597,0.1,0.1
2026-08-05,ncf_panel_2025_2026,2084503.1652009832,2077342.0043018002,2081018.8274483697,2081477.5863687054,0.1,0.1
2026-08-06,ncf_panel_2025_2026,2075948.8923926372,2068817.1190832544,2072478.853479282,2072935.729769251,0.1,0.1
2026-08-07,ncf_panel_2025_2026,2070000.9904983137,2062889.6507786652,2066540.8937618115,2066996.4610333552,0.1,0.1
2026-08-10,ncf_panel_2025_2026,2095724.6499486102,2088524.9384445888,2092221.5549959121,2092682.7835484906,0.1,0.1
2026-08-11,ncf_panel_2025_2026,2100608.32155848,2093391.8325514256,2097097.0633361621,2097559.366690618,0.1,0.1
2026-08-12,ncf_panel_2025_2026,2113749.4398267576,2106487.8054517875,2110216.215653388,2110681.4111143798,0.1,0.1
2026-08-13,ncf_panel_2025_2026,2138428.9028547886,2131082.4839572515,2134854.425884983,2135325.052819528,0.1,0.1
2026-08-14,ncf_panel_2025_2026,2127928.1843675952,2120617.8399341796,2124371.259805704,2124839.575734751,0.1,0.1
2026-08-17,ncf_panel_2025_2026,2130589.4070769483,2123269.920204065,2127028.03416549,2127496.9357782993,0.1,0.1
2026-08-18,ncf_panel_2025_2026,2101807.929352126,2094587.3191786613,2098294.6659331773,2098757.2332981583,0.1,0.1
2026-08-19,ncf_panel_2025_2026,2074164.684420619,2067039.0406295685,2070697.6278885328,2071154.1115087587,0.1,0.1
2026-08-20,ncf_panel_2025_2026,2085964.813266623,2078798.6309804975,2082478.0323056611,2082937.1129065293,0.1,0.1
2026-08-21,ncf_panel_2025_2026,2102499.948591928,2095276.9610360707,2098985.5284327045,2099448.248097766,0.1,0.1
2026-08-24,ncf_panel_2025_2026,2085081.7478735037,2077918.5992951076,2081596.4429947753,2082055.3292499913,0.1,0.1
2026-08-25,ncf_panel_2025_2026,2098451.6255519725,2091242.545719138,2094943.972340883,2095405.8010481673,0.1,0.1
2026-08-26,ncf_panel_2025_2026,2125515.4778866298,2118213.4221330313,2121962.5862686164,2122430.371207527,0.1,0.1
2026-08-27,ncf_panel_2025_2026,2129530.196538596,2122214.348507436,2125970.5941436463,2126439.2626446565,0.1,0.1
2026-08-28,ncf_panel_2025_2026,2142711.6371597475,2135350.5052361246,2139130.0014131786,2139601.5708948965,0.1,0.1
2026-08-31,ncf_panel_2025_2026,2131267.051781206,2123945.236908614,2127704.5461571347,2128173.5969064664,0.1,0.1
2026-09-01,ncf_panel_2025_2026,2171713.571219095,2164252.805234151,2168083.4574776595,2168561.409725391,0.1,0.1
2026-09-02,ncf_panel_2025_2026,2141334.6894293497,2133978.287910752,2137755.355310833,2138226.621752928,0.1,0.1
2026-09-03,ncf_panel_2025_2026,2130354.746044847,2123036.065333084,2126793.7653795155,2127262.61534796,0.1,0.1
2026-09-04,ncf_panel_2025_2026,2162880.590561566,2155450.1696472187,2159265.241531687,2159741.2498108326,0.1,0.1
2026-09-07,ncf_panel_2025_2026,2197097.5584500227,2189549.5876002177,2193425.0142692877,2193908.553042753,0.1,0.1
2026-09-08,ncf_panel_2025_2026,2191337.9846950853,2183809.800447219,2187675.067892523,2188157.339094952,0.1,0.1
2026-09-09,ncf_panel_2025_2026,2191876.8474395988,2184346.811967479,2188213.0299045094,2188695.4197002295,0.1,0.1
2026-09-10,ncf_panel_2025_2026,2182352.621367243,2174855.3056896925,2178704.7239905023,2179185.0176878604,0.1,0.1
2026-05-04,trade_record_period_20260501_20260904,998459.1660560998,998459.1660560998,998459.1660560998,998459.1660560998,0.1,0.1
2026-05-05,trade_record_period_20260501_20260904,999466.1298481076,999466.1298481076,999466.1298481076,999466.1298481076,0.1,0.1
2026-05-06,trade_record_period_20260501_20260904,1011130.591435045,1011130.591435045,1011130.591435045,1011130.591435045,0.1,0.1
2026-05-07,trade_record_period_20260501_20260904,1029542.9744541727,1029542.9744541727,1029542.9744541727,1029542.9744541727,0.1,0.1
2026-05-08,trade_record_period_20260501_20260904,1023212.0042930348,1023212.0042930348,1023212.0042930348,1023212.0042930348,0.1,0.1
2026-05-11,trade_record_period_20260501_20260904,1024550.1058501793,1024550.1058501793,1024550.1058501793,1024550.1058501793,0.1,0.1
2026-05-12,trade_record_period_20260501_20260904,1022743.46787809,1022743.46787809,1022743.46787809,1022743.46787809,0.1,0.1
2026-05-13,trade_record_period_20260501_20260904,1012145.9108286318,1012145.9108286318,1012145.9108286318,1012145.9108286318,0.1,0.1
2026-05-14,trade_record_period_20260501_20260904,1016583.6152982456,1016583.6152982456,1016583.6152982456,1016583.6152982456,0.1,0.1
2026-05-15,trade_record_period_20260501_20260904,1008794.8514671179,1008794.8514671179,1008794.8514671179,1008794.8514671179,0.1,0.1
2026-05-18,trade_record_period_20260501_20260904,1003215.7405408544,1003215.7405408544,1003215.7405408544,1003215.7405408544,0.1,0.1
2026-05-19,trade_record_period_20260501_20260904,988386.8572282348,988386.8572282348,988386.8572282348,988386.8572282348,0.1,0.1
2026-05-20,trade_record_period_20260501_20260904,982143.6442416223,982143.6442416223,982143.6442416223,982143.6442416223,0.1,0.1
2026-05-21,trade_record_period_20260501_20260904,1013551.948149311,1013551.948149311,1013551.948149311,1013551.948149311,0.1,0.1
2026-05-22,trade_record_period_20260501_20260904,1027175.8235260134,1027175.8235260134,1027175.8235260134,1027175.8235260134,0.1,0.1
2026-05-25,trade_record_period_20260501_20260904,1058471.5435330654,1058471.5435330654,1058471.5435330654,1058471.5435330654,0.1,0.1
2026-05-26,trade_record_period_20260501_20260904,1053482.9120213846,1053482.9120213846,1053482.9120213846,1053482.9120213846,0.1,0.1
2026-05-27,trade_record_period_20260501_20260904,1074729.982746516,1074729.982746516,1074729.982746516,1074729.982746516,0.1,0.1
2026-05-28,trade_record_period_20260501_20260904,1055731.0984580466,1055731.0984580466,1055731.0984580466,1055731.0984580466,0.1,0.1
2026-05-29,trade_record_period_20260501_20260904,1098303.9346559814,1098303.9346559814,1098303.9346559814,1098303.9346559814,0.1,0.1
2026-06-01,trade_record_period_20260501_20260904,1106142.7676854648,1106142.7676854648,1106142.7676854648,1106142.7676854648,0.1,0.1
2026-06-02,trade_record_period_20260501_20260904,1109768.3337614196,1109768.3337614196,1109768.3337614196,1109768.3337614196,0.1,0.1
2026-06-03,trade_record_period_20260501_20260904,1129427.9656576852,1129427.9656576852,1129427.9656576852,1129427.9656576852,0.1,0.1
2026-06-04,trade_record_period_20260501_20260904,1116609.0140111274,1116609.0140111274,1116609.0140111274,1116609.0140111274,0.1,0.1
2026-06-05,trade_record_period_20260501_20260904,1095653.2227501457,1095653.2227501457,1095653.2227501457,1095653.2227501457,0.1,0.1
2026-06-08,trade_record_period_20260501_20260904,1058119.8019257444,1058119.8019257444,1058119.8019257444,1058119.8019257444,0.1,0.1
