date,window,fixed_10pct,raw_gate,debounce_2of3,debounce_3of3,fixed_10pct_00713_weight,raw_gate_00713_weight
2025-10-27,ncf_panel_2025_2026,1324751.781436231,1320197.6842453256,1322537.4011839202,1322828.9534862195,0.1,0.1
2025-10-28,ncf_panel_2025_2026,1315069.2765803856,1310548.464921746,1312871.081056298,1313160.5024261298,0.1,0.1
2025-10-29,ncf_panel_2025_2026,1334975.3357171218,1330386.0930291628,1332743.866348929,1333037.6686582337,0.1,0.1
2025-10-30,ncf_panel_2025_2026,1334546.2144372892,1329958.446938903,1332315.4623639898,1332609.1702319817,0.1,0.1
2025-10-31,ncf_panel_2025_2026,1340846.4621904187,1336237.0363398823,1338605.1789788303,1338900.2734097717,0.1,0.1
2025-11-03,ncf_panel_2025_2026,1330455.4620681847,1325881.757343017,1328231.547865489,1328524.3554378268,0.1,0.1
2025-11-04,ncf_panel_2025_2026,1324273.5125356289,1319721.0594889983,1322059.9317305987,1322351.3787751426,0.1,0.1
2025-11-05,ncf_panel_2025_2026,1308604.431423719,1304105.8439534747,1306417.0421696436,1306705.0407518134,0.1,0.1
2025-11-06,ncf_panel_2025_2026,1316023.363355357,1311499.2718340573,1313823.5730337058,1314113.204379625,0.1,0.1
2025-11-07,ncf_panel_2025_2026,1299121.3100657319,1294655.3227074048,1296949.7722616864,1297235.6837918486,0.1,0.1
2025-11-10,ncf_panel_2025_2026,1314420.59326983,1309902.011588824,1312223.482048125,1312512.7606552783,0.1,0.1
2025-11-11,ncf_panel_2025_2026,1305051.8034728777,1300565.428866355,1302870.352591023,1303157.569308339,0.1,0.1
2025-11-12,ncf_panel_2025_2026,1313698.644508935,1309182.5446700898,1311502.7400560013,1311791.8597761642,0.1,0.1
2025-11-13,ncf_panel_2025_2026,1308175.4954590304,1303678.382541302,1305988.823190086,1306276.7273717278,0.1,0.1
2025-11-14,ncf_panel_2025_2026,1282121.3682231263,1277713.8215391021,1279978.2465616625,1280260.4167326868,0.1,0.1
2025-11-17,ncf_panel_2025_2026,1285574.6321803487,1281155.2142160535,1283425.7382379037,1283708.6684056846,0.1,0.1
2025-11-18,ncf_panel_2025_2026,1255096.9456346284,1250782.3007671714,1252998.9964715515,1253275.2190886762,0.1,0.1
2025-11-19,ncf_panel_2025_2026,1246610.860082989,1242325.387818969,1244527.0957812034,1244801.4507746608,0.1,0.1
2025-11-20,ncf_panel_2025_2026,1284741.1377855341,1280324.5851236563,1282593.6370652413,1282876.3837969906,0.1,0.1
2025-11-21,ncf_panel_2025_2026,1241531.0513886893,1237263.0419753175,1239455.7782081957,1239729.0152337886,0.1,0.1
2025-11-24,ncf_panel_2025_2026,1239669.79677987,1235408.1857986457,1237597.634767452,1237870.4621668237,0.1,0.1
