dt,0050_close,ma_gap,drawdown,exit_momentum,inst_0050_5d,foreign_0050_5d,margin_0050_balance_chg_5d,market_margin_balance_chg_5d,tdcc_0050_minority_chg_1w,tdcc_0050_major_chg_1w,foreign_shareholding_0050_ratio_chg_5d,short_0050_margin_balance_chg_5d,short_0050_sbl_balance_chg_5d,securities_lending_0050_volume_5d,day_trade_0050_volume_5d,dealer_tx_volume_5d,dealer_txo_volume_5d,tx_foreign_net_oi,tx_foreign_net_oi_chg_5d,txo_foreign_call_net_oi,txo_foreign_put_net_oi,txo_foreign_put_call_net_oi,txo_foreign_put_call_net_oi_chg_5d,smart_money_cost_20d,smart_money_cost_60d,smart_money_cost_gap_20d,smart_money_cost_gap_60d,smart_money_pressure_20d,smart_money_cost_risk,return_0050_1d,hist_var_0050_20d_5pct,realized_vol_0050_20d,realized_vol_0050_60d,realized_vol_ratio_20_60,tail_var_breach_risk,tail_vol_regime_risk,tail_risk_score,chip_inst_risk,chip_foreign_risk,chip_margin_risk,chip_market_margin_risk,chip_tdcc_risk,chip_foreign_shareholding_risk,chip_short_balance_risk,chip_securities_lending_risk,chip_day_trading_risk,chip_dealer_tx_risk,chip_dealer_txo_risk,chip_score,derivative_futures_foreign_risk,derivative_options_foreign_risk,derivative_score,total_risk_score,base_regime,execution_regime,portfolio_value
2025-05-21,45.900001525878906,-0.0048888059396844374,-0.10176119576355092,0.003827294862718489,9197634.0,899.0,-466.0,113962.0,0.0,0.0,0.020000000000000462,-592000.0,-7285000.0,19680.0,0.0,933794.0,3436132.0,-38846.0,-2563.0,-504.0,-2955.0,-2451.0,8659.0,44.40312575835136,44.18789705287299,0.03371104493124588,0.03874600483832258,51908879.0,0,0.015486742281504595,-0.00918377055549031,0.22528637918375263,0.3853649282591148,0.5846052991938923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,group_a_plus_defensive,group_a_plus_defensive,961846.771887521
2025-05-22,45.400001525878906,-0.01490121600936345,-0.11154593186786244,-0.004931473405393794,2204909.0,2377190.0,-382.0,109588.0,0.0,0.0,0.11000000000000032,-500000.0,-6602000.0,19500.0,0.0,935156.0,3442652.0,-40656.0,-3448.0,-1918.0,-4867.0,-2949.0,9942.0,44.532348336897854,44.20674386292128,0.019483661234683813,0.02699266127036526,51273594.0,0,-0.010893245825233655,-0.011045305679260991,0.1909734390050258,0.38554268179468343,0.4953366981732171,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,1,3,group_a_plus_defensive,group_a_plus_defensive,953864.113437793
2025-05-23,45.212501525878906,-0.01810409923647749,-0.11521520790697937,-0.01174860052723703,-1846186.0,425504.0,-323.0,62976.0,0.0,0.0,0.040000000000000036,28000.0,-7426000.0,19500.0,0.0,907314.0,3470096.0,-40117.0,-2910.0,-2816.0,-7085.0,-4269.0,9063.0,44.532348336897854,44.206732071738294,0.015273238766470021,0.022751499760454097,51273594.0,0,-0.004129955808330088,-0.011045305679260991,0.18972026554840046,0.3852618373686048,0.49244500011788833,0,0,0,1,0,0,1,0,0,1,1,0,0,0,4,1,0,1,5,group_a_plus_defensive,group_a_plus_defensive,951242.7732299843
2025-05-26,45.162498474121094,-0.0184572781552943,-0.11619374123870019,0.0011083233672735116,-638653.0,5494335.0,-239.0,81007.0,0.0,0.0,0.20000000000000018,47000.0,-6963000.0,0.0,0.0,735292.0,3380886.0,-41757.0,-4044.0,-1992.0,-8189.0,-6197.0,5585.0,44.604945452721935,44.271679425244244,0.012499802785099767,0.020121645721189685,55136278.0,0,-0.0011059563189440569,-0.011045305679260991,0.17834553766677788,0.3844589379588981,0.46388708925228456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,group_a_plus_defensive,group_a_plus_defensive,950134.1452416079
2025-05-27,44.76250076293945,-0.026433896102407983,-0.12402148533118218,-0.0096792033764459,-7767262.0,-518368.0,-16.0,104463.0,0.0,0.0,-0.07000000000000028,-55000.0,-6543000.0,0.0,0.0,605994.0,3343164.0,-43507.0,-5663.0,-3017.0,-8774.0,-5757.0,7788.0,44.604945892785196,44.27167447602193,0.003532228702461948,0.011086689011127415,55136432.0,0,-0.00885685523822044,-0.011045305679260991,0.1836024969560337,0.38457473950562676,0.4774169442123418,0,0,0,1,1,0,1,0,1,0,0,0,0,0,4,1,0,1,5,group_a_plus_defensive,group_a_plus_defensive,943655.765742013
2025-05-28,44.837501525878906,-0.023852581836514952,-0.122553759985213,-0.023148147378621586,-15573823.0,-4906635.0,390.0,110675.0,0.0,0.0,0.47999999999999954,-93000.0,-6103000.0,0.0,0.0,581952.0,3511056.0,-43204.0,-4358.0,-3160.0,-5964.0,-2804.0,-353.0,44.60494731840015,44.271670051233784,0.005213641568024618,0.012780892927470422,55136770.0,0,0.001675526649787873,-0.011045305679260991,0.18370961913246872,0.38402476053734524,0.47837962030212244,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,1,0,1,5,group_a_plus_defensive,group_a_plus_defensive,944909.7878968839
2025-05-29,44.9375,-0.020713479383627553,-0.12059684262499559,-0.01018725793688069,-15410339.0,-10535417.0,366.0,60965.0,0.0,0.0,1.9100000000000001,-160000.0,-6659000.0,0.0,0.0,638082.0,3662908.0,-47014.0,-6358.0,-4164.0,-6396.0,-2232.0,717.0,44.716850217712995,44.27165370681414,0.004934376665904017,0.015040014036868277,52733068.0,0,0.002230241889445539,-0.011045305679260991,0.18367933033578804,0.38126205171831196,0.48176662090539224,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,1,0,1,5,group_a_plus_defensive,group_a_plus_defensive,946623.7367422413
2025-06-02,43.974998474121094,-0.04051234493478417,-0.13943248948644016,-0.027370815814061644,-29373634.0,-25094444.0,318.0,80801.0,0.0,0.0,2.1399999999999997,-239000.0,-7171000.0,0.0,0.0,668484.0,3939320.0,-45393.0,-5276.0,-1891.0,-8208.0,-6317.0,-2048.0,44.79186210513059,44.27164546086278,-0.01823687591045542,-0.006700609016304315,49941260.0,0,-0.02141867095140826,-0.01430865430806178,0.17694361061321479,0.38348005137284286,0.46141542429590254,1,0,1,1,1,1,1,0,0,0,0,0,0,0,4,1,0,1,5,group_a_plus_defensive,group_a_plus_defensive,931107.1109240048
2025-06-03,44.287498474121094,-0.03258047688575416,-0.13331702942124546,-0.019374481695280665,-28685310.0,-28181807.0,415.0,54177.0,0.0,0.0,1.7800000000000002,-276000.0,-7268000.0,0.0,0.0,683488.0,4142452.0,-39470.0,2287.0,-757.0,-9472.0,-8715.0,-2518.0,44.94152441620433,44.27194082057741,-0.014552820594741944,0.00035141114790371297,46912152.0,0,0.007106310650218717,-0.01430865430806178,0.17444829414083335,0.3827514959268877,0.455774297415564,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,4,group_a_plus_defensive,group_a_plus_defensive,936049.0729984951
2025-06-04,45.32500076293945,-0.008964674500503755,-0.11301365721383161,0.012566322042170563,-17441015.0,-20661214.0,51.0,40539.0,0.0,0.0,5.7299999999999995,-299000.0,-11737000.0,0.0,0.0,684614.0,4787364.0,-37165.0,6342.0,-2743.0,-7253.0,-4510.0,1247.0,45.23229430712291,44.36926779174898,0.0020495634200439206,0.02154042693867031,48200920.0,0,0.023426527226969363,-0.01430865430806178,0.18857751667874578,0.3857825648104192,0.4888181423424781,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,group_a_plus_defensive,group_a_plus_defensive,953050.3805022892
2025-06-05,45.412498474121094,-0.0061741759512814465,-0.11130137318654443,0.012824018481723654,-13920619.0,-15360348.0,-327.0,25575.0,0.0,0.0,7.61,-347000.0,-12306000.0,0.0,0.0,639592.0,3643870.0,-37098.0,6106.0,-3948.0,-7296.0,-3348.0,-544.0,45.36813656350632,44.411383823004925,0.0009778208666930688,0.022541847718728247,48870593.0,0,0.0019304514000844097,-0.01430865430806178,0.18692788586233888,0.3853522270781502,0.4850831855304927,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,group_a_plus_defensive,group_a_plus_defensive,954272.2654034018
2025-06-06,45.48749923706055,-0.003780670432861455,-0.10983364784057525,0.012239204162682649,-12350190.0,-9212495.0,-394.0,31832.0,0.0,0.0,9.190000000000001,-318000.0,-11769000.0,0.0,0.0,561868.0,3463268.0,-38541.0,8473.0,-4219.0,-7762.0,-3543.0,-1311.0,45.371548100297865,44.43188890374736,0.002555591369868271,0.023757944110815332,50302647.0,0,0.0016515445187890165,-0.01430865430806178,0.18325395335994168,0.3851802270903767,0.4757615798303788,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,group_a_plus_defensive,group_a_plus_defensive,955505.3457072377
2025-06-09,45.92499923706055,0.006371291947791402,-0.10127200374930256,0.04434339580675628,3246636.0,8715383.0,-401.0,-9285.0,0.0,0.0,9.439999999999998,-246000.0,-6885000.0,0.0,0.0,516422.0,3264188.0,-38587.0,6806.0,-4524.0,-8569.0,-4045.0,2272.0,45.48547218447451,44.474813822623524,0.009663020553100088,0.032606891177121566,49884217.0,0,0.009618027091793824,-0.01430865430806178,0.1815192807034727,0.3839191032608536,0.47280606555318905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,group_a_plus_defensive,group_a_plus_recovery,961779.0448878423
2025-06-10,47.162498474121094,0.0339053756935328,-0.07705479682145377,0.064916739464975,18875598.0,14133655.0,-445.0,-33243.0,0.0,0.0,11.96,-192000.0,-6549000.0,0.0,0.0,529588.0,3521630.0,-37131.0,2339.0,-1997.0,-7433.0,-5436.0,3279.0,46.008001789997145,45.056876239674445,0.025093388958590923,0.04673253918549647,70531559.0,0,0.026946091619352908,-0.01430865430806178,0.1992225260413382,0.3876737781490248,0.5138921878919432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,golden1,golden1,983203.3097476712
2025-06-11,47.162498474121094,0.034670901793063535,-0.07705479682145377,0.04054048936021415,14159918.0,12309631.0,-239.0,-20943.0,0.0,0.0,8.58,-69000.0,-569000.0,0.0,0.0,515666.0,3384416.0,-35730.0,1435.0,-3549.0,-3899.0,-350.0,4160.0,46.06874814273656,45.05687623746634,0.02374169855876529,0.04673253923679366,67372447.0,0,0.0,-0.01430865430806178,0.19674773730492146,0.3871050260864919,0.508254153385654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,golden1,golden1,986816.6959808099
2025-06-12,47.162498474121094,0.035565449589940235,-0.06307430753442378,0.038535646766875375,13220593.0,10272019.0,-199.0,6660.0,0.0,0.0,6.109999999999999,-4000.0,0.0,0.0,0.0,517376.0,3370444.0,-38976.0,-1878.0,-3407.0,-4388.0,-981.0,2367.0,46.144899330279706,45.05687623746634,0.0220522562322214,0.04673253923679366,55154106.0,0,0.0,-0.01430865430806178,0.18225394900712585,0.38700782341325546,0.47093091658901964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,golden1,golden1,985295.2397482479
2025-06-13,47.162498474121094,0.03628789547298683,-0.06284157458269335,0.036823286950359746,14246642.0,8839676.0,-139.0,16835.0,0.0,0.0,3.0599999999999987,0.0,0.0,0.0,0.0,645394.0,3733760.0,-42000.0,-3459.0,-4667.0,-3694.0,973.0,4516.0,46.18811521028768,45.05687522736527,0.021095973702265125,0.04673256270281656,50921343.0,0,0.0,-0.01430865430806178,0.18181425900423498,0.38669158259307396,0.4701789932561399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,golden1,golden1,980683.5892589833
2025-06-16,47.162498474121094,0.03688025578910081,-0.06284157458269335,0.026946091619352908,-151250975.0,-123091206.0,-49.0,53374.0,0.0,0.0,2.620000000000001,0.0,0.0,0.0,0.0,849122.0,3793130.0,-41036.0,-2449.0,-6284.0,-5332.0,952.0,4997.0,46.21258246088828,45.05687522736527,0.020555354465134457,0.04673256270281656,48227974.0,0,0.0,-0.01430865430806178,0.18187065646126918,0.386636627782088,0.4703916892317123,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,2,4,golden1,golden1,981729.5542592716
2025-06-17,47.162498474121094,0.03747044076134953,-0.06284157458269335,0.0,-332059224.0,-259411834.0,-5.0,78675.0,0.0,0.0,1.0899999999999999,0.0,0.0,0.0,0.0,997754.0,3520704.0,-41401.0,-4270.0,-4838.0,-6582.0,-1744.0,3692.0,46.21258246088828,45.05687514166622,0.020555354465134457,0.046732564693722,48227974.0,0,0.0,-0.011419517081542385,0.17259066176257068,0.3856734497837609,0.4475046489701033,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,3,golden1,golden1,982917.9830881101
2025-06-18,47.56999969482422,0.04667171611347598,-0.05474418333529529,0.008640365415049533,-498088836.0,-389117751.0,7782.0,79228.0,0.0,0.0,-3.26,483000.0,21203000.0,2412.0,0.0,1162522.0,3870062.0,-45050.0,-9320.0,-2081.0,-3534.0,-1453.0,-1103.0,46.23223072294419,45.03632569064103,0.028935851698285386,0.05625845282288888,47313297.0,0,0.008640365415049533,-0.011419517081542385,0.17404803471865699,0.3836291294996323,0.45368826644021515,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0,1,4,golden1,golden1,990867.8725046251
2025-06-19,47.099998474121094,0.036740989611684816,-0.06408350203530111,-0.0013252054497132626,-633249143.0,-505309954.0,8184.0,62804.0,0.0,0.0,-3.75,541000.0,23742000.0,2782.0,0.0,1228888.0,3876926.0,-45386.0,-6410.0,-2079.0,-5153.0,-3074.0,-2093.0,46.28374292483223,45.03633223096696,0.017635901889233807,0.04582225374328219,40963114.0,0,-0.009880202306460473,-0.011419517081542385,0.17245156824248065,0.38381977265606665,0.44930350265464597,0,0,0,1,1,1,1,0,1,1,1,0,1,0,8,1,0,1,9,golden1,golden1,980805.1230989387
2025-06-20,47.029998779296875,0.03554096013780472,-0.06547445471812285,-0.0028094290826624624,-680218989.0,-529806749.0,8271.0,37130.0,-18.360000000000007,3.530000000000001,-6.24,696000.0,37947000.0,2782.0,0.0,1131226.0,3715586.0,-44461.0,-2461.0,-2199.0,-5277.0,-3078.0,-4051.0,46.30389749788876,45.03633399413952,0.015681213043485576,0.044267918996621525,40049898.0,0,-0.001486193144203174,-0.010457125738707862,0.16673387522915997,0.38382880107838957,0.4343964672810153,0,0,0,1,1,1,1,0,1,1,1,0,1,0,8,1,0,1,9,golden1,golden1,978788.3999086863
2025-06-23,46.63999938964844,0.027603615280545446,-0.07322406989419739,-0.011078698147413912,-582893136.0,-457856118.0,9037.0,-1615.0,-18.360000000000007,3.530000000000001,-5.709999999999999,885000.0,49054000.0,2782.0,0.0,976160.0,3754472.0,-43797.0,-2761.0,-2750.0,-5676.0,-2926.0,-3878.0,46.303904513520024,45.033933950265755,0.007258456487838405,0.035663449725630736,40050734.0,0,-0.00829256644208376,-0.010457125738707862,0.1693375468923933,0.38373803243010957,0.441284242325485,0,0,0,1,1,1,0,0,1,1,0,0,1,0,6,1,0,1,7,golden1,golden1,970677.3186940084
2025-06-24,47.4900016784668,0.04669695836828969,-0.0563338110579904,0.00694414449915981,-412743138.0,-324341416.0,8557.0,-24515.0,-18.360000000000007,3.530000000000001,-6.460000000000001,948000.0,57380000.0,2782.0,0.0,828888.0,3973954.0,-43493.0,-2092.0,-313.0,-6077.0,-5764.0,-4020.0,46.63103493789373,45.220081869858916,0.018420494885371896,0.05019716273713515,43696103.0,0,0.01822474914112049,-0.010457125738707862,0.1788609820446868,0.3854479291407293,0.46403409779219135,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0,1,4,golden1,golden1,989677.0898708957
2025-06-25,48.18000030517578,0.06223137681573876,-0.04262295926964599,0.012823220817004488,-231068118.0,-172644140.0,10.0,-12565.0,-18.360000000000007,3.530000000000001,-2.9800000000000004,110000.0,44735000.0,370.0,0.0,693916.0,3601192.0,-45816.0,-766.0,91.0,-3547.0,-3638.0,-2185.0,47.3478232027013,46.003193254026364,0.017575826008132234,0.047318607626415154,81332716.0,0,0.01452934517418325,-0.010457125738707862,0.17829791788379962,0.3842296221649943,0.4640400104478037,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0,1,4,golden1,golden1,1002539.1108865164
2025-06-26,48.2400016784668,0.063890825189856,-0.04143068162669761,0.024203890472991763,-108455253.0,-35397840.0,-1126.0,-25835.0,-18.360000000000007,3.530000000000001,-2.3200000000000003,100000.0,62463000.0,35000.0,0.0,632592.0,3599400.0,-48788.0,-3402.0,-1148.0,-3479.0,-2331.0,743.0,47.53129334032256,46.29156662859143,0.01491035249282846,0.04209049707710544,102386475.0,0,0.0012453585079070795,-0.010457125738707862,0.17837066536843738,0.3835101510127853,0.46510024544954204,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0,1,4,golden1,golden1,1002291.1614240061
2025-06-27,48.290000915527344,0.06547169951515341,-0.027146810913134978,0.026791455856578494,-71505817.0,30573706.0,-1039.0,-1664.0,0.9500000000000028,-1.4699999999999989,0.33000000000000007,573000.0,83055000.0,40182.0,0.0,647908.0,3481264.0,-52681.0,-8220.0,-1688.0,-6012.0,-4324.0,-1246.0,47.75002727792523,46.696313895531866,0.011308341971392855,0.034128754221603996,143861401.0,0,0.0010364683938819397,-0.010457125738707862,0.17855346195261215,0.3754626057429566,0.4755559121508113,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,3,golden1,golden1,1002441.054962987
2025-06-30,48.36000061035156,0.06697262191995956,-0.02573659295799402,0.036878242778983994,-2589704.0,97540648.0,-1704.0,71657.0,0.9500000000000028,-1.4699999999999989,1.0,458000.0,81947000.0,50494.0,0.0,634746.0,3351966.0,-52001.0,-8204.0,-2698.0,-6655.0,-3957.0,-1031.0,47.78752893673561,46.769508044941404,0.011979520313214476,0.034007040738633254,153285520.0,0,0.0014495691343363593,-0.008371948235302596,0.15249675106456512,0.3734976379568852,0.4082937495903753,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,3,golden1,golden1,1004552.960190211
2025-07-01,48.63999938964844,0.07310824470763011,-0.0200957211374303,0.02421557529030527,-7811331.0,85234406.0,-492.0,65598.0,0.9500000000000028,-1.4699999999999989,0.9299999999999997,-152000.0,82812000.0,50587.0,0.0,664722.0,3496070.0,-52517.0,-9024.0,1009.0,-6770.0,-7779.0,-2015.0,47.81506670816055,46.769514585277406,0.017252567826013143,0.039993675815481744,152089829.0,0,0.005789883700641152,-0.008371948235302596,0.15230499995384986,0.37351141596870513,0.4077653143715715,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,3,golden1,golden1,1011906.2969008425
2025-07-02,48.650001525878906,0.07345917037894378,-0.019894217514630386,0.009755110372065223,-75125618.0,14264929.0,288.0,43122.0,0.9500000000000028,-1.4699999999999989,1.0900000000000016,213000.0,79696000.0,50587.0,0.0,620228.0,3400498.0,-54946.0,-9130.0,1373.0,-7075.0,-8448.0,-4810.0,47.926947812235866,46.76951476085246,0.01508657961019666,0.0402075320781492,145550145.0,0,0.000205636027055478,-0.008371948235302596,0.13594675944424803,0.307276342449852,0.4424250769205727,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,3,golden1,golden1,1012364.214426681
2025-07-03,49.31999969482422,0.08826484836516402,-0.006396395129391497,0.022388017802236204,-65233122.0,-11102071.0,1132.0,32465.0,0.9500000000000028,-1.4699999999999989,0.9000000000000004,139000.0,64417000.0,15587.0,0.0,628898.0,3436000.0,-51157.0,-2369.0,871.0,-8096.0,-8967.0,-6636.0,47.97945072534485,46.76958456552395,0.027940064948914323,0.05453148992006018,142573321.0,0,0.013771801601874856,-0.008371948235302596,0.14046349522556814,0.2985494719286727,0.4704864969887693,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,1,0,1,4,golden1,golden1,1026497.5401933711
2025-07-04,48.86000061035156,0.07829978224161005,-0.012679942134539268,0.01180367951993433,-91743051.0,-90815706.0,1051.0,-854.0,-0.2699999999999996,0.7999999999999972,-0.5399999999999991,-437000.0,31559000.0,10405.0,0.0,622218.0,3561308.0,-55211.0,-2530.0,-2633.0,-8929.0,-6296.0,-1972.0,48.004740498731536,46.769614550637094,0.017816159461222947,0.04469538780250626,141141088.0,0,-0.009326826587976011,-0.009354495373900235,0.14826578836362786,0.2810585835847882,0.5275262775203585,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0,1,4,golden1,golden1,1016227.0724586603
2025-07-07,48.56999969482422,0.07201917807155311,-0.01854002639820651,0.004342412775480975,-130347828.0,-151007821.0,921.0,-62102.0,-0.2699999999999996,0.7999999999999972,-2.0999999999999996,-642000.0,25378000.0,93.0,0.0,621674.0,3661220.0,-56788.0,-4787.0,-5675.0,-10885.0,-5210.0,-1253.0,48.03805089795909,46.888677663011066,0.011073488347707494,0.035857740410101036,138916123.0,0,-0.005935344083190741,-0.009354495373900235,0.15019195694322615,0.20067372721066307,0.7484385675737103,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0,1,4,golden1,golden1,1009889.5737105898
2025-07-08,48.349998474121094,0.06740487588627064,-0.022985618196031066,-0.0059621899499665565,-127058140.0,-149768459.0,-360.0,-37433.0,-0.2699999999999996,0.7999999999999972,-2.1400000000000006,-61000.0,17542000.0,612.0,0.0,576676.0,3279772.0,-57530.0,-5013.0,-7175.0,-13001.0,-5826.0,1953.0,48.20022181316885,46.903721364790094,0.0031073853048393385,0.03083501835776925,119711222.0,0,-0.004529570147939865,-0.009354495373900235,0.12214177751983245,0.1968478954846501,0.6204881043767972,0,0,0,1,1,0,0,0,1,1,0,0,0,0,4,1,0,1,5,golden1,golden1,1005711.4614825523
2025-07-09,48.849998474121094,0.07855033789735888,-0.012882056534835762,0.004110934058980442,-67602472.0,-99979426.0,-350.0,-19936.0,-0.2699999999999996,0.7999999999999972,-1.3000000000000007,-308000.0,12120000.0,612.0,0.0,598572.0,3486688.0,-58711.0,-3765.0,-6863.0,-12140.0,-5277.0,3171.0,48.24376206190327,46.97937725092256,0.012566109820373095,0.03981792294110931,128308951.0,0,0.010341261960279402,-0.009354495373900235,0.12616305269703662,0.19674274953657006,0.641258968852551,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0,1,4,golden1,golden1,1015816.6162755076
2025-07-10,49.40999984741211,0.0908368358301963,-0.0015660397240360169,0.0018248206233735242,-41265436.0,-76795022.0,-671.0,66301.0,-0.2699999999999996,0.7999999999999972,-1.1399999999999988,-263000.0,8662000.0,1988.0,0.0,610852.0,3632776.0,-56368.0,-5211.0,-6278.0,-13706.0,-7428.0,1539.0,48.53421545884084,47.37155994278246,0.018044680032254234,0.043030879858965365,170862542.0,0,0.01146369274888892,-0.009354495373900235,0.13049478015826976,0.19697492300980535,0.6624943833676421,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0,1,4,golden1,golden1,1025436.1757404311
2025-07-11,49.619998931884766,0.09520223264367433,0.0,0.015554611380258265,-1329656.0,-37573536.0,-954.0,108085.0,0.4499999999999993,-0.7199999999999989,0.15000000000000036,-379000.0,9296000.0,2398.0,0.0,638576.0,3975598.0,-57492.0,-2281.0,-5807.0,-10965.0,-5158.0,1138.0,48.56140204180378,47.408362363824764,0.021799141819869527,0.04665076914252597,175250585.0,0,0.00425013327506929,-0.009354495373900235,0.1303462879148319,0.19196525075125315,0.6790098072683658,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,1,0,1,4,golden1,golden1,1031058.1159203709
2025-07-14,49.33000183105469,0.08877924773769519,-0.005844359271917066,0.01564756312550397,-4783332.0,-16841509.0,-823.0,130948.0,0.4499999999999993,-0.7199999999999989,0.23999999999999844,-409000.0,6337000.0,2398.0,0.0,792954.0,3916700.0,-59873.0,-3085.0,-4053.0,-10037.0,-5984.0,-774.0,48.561402506689696,47.40837177411768,0.015827370806662966,0.04053355947537751,175250691.0,0,-0.005844359271917066,-0.009354495373900235,0.13349048176100844,0.19056790480271113,0.7004877442463718,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,1,0,1,4,golden1,golden1,1023579.7373017158
2025-07-15,50.0,0.10342392480909468,0.0,0.03412619602794931,-3244648.0,-8906030.0,-1131.0,176606.0,0.4499999999999993,-0.7199999999999989,0.23000000000000043,-724000.0,5013000.0,2495.0,0.0,979988.0,4090212.0,-55352.0,2178.0,-5407.0,-10573.0,-5166.0,660.0,48.59667186725723,47.45025724226336,0.02887704196237939,0.0537350671192065,179655206.0,0,0.013581961161078349,-0.009354495373900235,0.1390022702691044,0.1916567223888286,0.7252668653442789,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,3,golden1,golden1,1037618.0805326648
2025-07-16,50.400001525878906,0.11198754605675099,0.0,0.03172984851942107,-28288513.0,-35331983.0,-1284.0,152219.0,0.4499999999999993,-0.7199999999999989,-0.41999999999999993,-498000.0,6478000.0,2495.0,0.0,1026568.0,4186828.0,-53396.0,5315.0,-761.0,-3208.0,-2447.0,2830.0,48.59668015932617,47.45025801506001,0.037107912734789306,0.06216496251469672,179653755.0,0,0.008000030517578027,-0.009354495373900235,0.13867350950452997,0.1881283291512389,0.7371218897768899,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,4,golden1,golden1,1046377.2438458937
2025-07-17,50.70000076293945,0.11822100902287014,0.0,0.02610809389822144,-74250356.0,-106556725.0,-1629.0,95532.0,0.4499999999999993,-0.7199999999999989,-0.9400000000000013,-517000.0,6256000.0,1119.0,0.0,1069278.0,4093886.0,-52217.0,4151.0,577.0,-2841.0,-3418.0,4010.0,48.59668282522643,47.45026478463534,0.04328110100184035,0.06848720429809707,179653435.0,0,0.005952365634483314,-0.008344279449378373,0.13041806067277922,0.18310056165294694,0.7122755905029753,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,4,golden1,golden1,1053552.9415499063
2025-07-18,51.45000076293945,0.1342717788839305,0.0,0.03688032790099016,-95214392.0,-126440165.0,-1672.0,90372.0,0.20999999999999375,-0.259999999999998,-2.7200000000000006,-453000.0,4468000.0,709.0,0.0,1048308.0,4016378.0,-48010.0,9482.0,517.0,-3635.0,-4152.0,1006.0,48.59668358391817,47.48876999168311,0.058714236622630755,0.08341405287924064,179653348.0,0,0.01479289918567872,-0.008344279449378373,0.1345333770596849,0.16479549351981018,0.8163656310390099,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,4,golden1,golden1,1067308.1601402764
2025-07-21,50.900001525878906,0.12168895701987048,-0.010689975294552845,0.03182646739404449,-81699899.0,-118072055.0,-2179.0,67656.0,0.20999999999999375,-0.259999999999998,-2.619999999999999,-234000.0,-1330000.0,709.0,0.0,873182.0,3920466.0,-46556.0,13317.0,855.0,-3936.0,-4791.0,1193.0,48.59669268920687,47.48876999168311,0.04739641134433814,0.07183238342019016,179652512.0,0,-0.010689975294552845,-0.009394984023304853,0.1377948883424623,0.16632184277049086,0.8284834153299204,1,0,1,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,4,golden1,golden1,1063552.8025756802
2025-07-22,50.54999923706055,0.11345143395885393,-0.017492740768377146,0.010999984741211,-93778388.0,-130927214.0,-1499.0,-19289.0,0.20999999999999375,-0.259999999999998,-2.5999999999999996,197000.0,-930000.0,0.0,0.0,637942.0,4168898.0,-44594.0,10758.0,838.0,-2351.0,-3189.0,1977.0,48.64779315241251,47.498188749111414,0.03910159046040307,0.06425109184834388,171723341.0,0,-0.006876272658664084,-0.009394984023304853,0.1331595105128713,0.16247744835632205,0.8195568791851354,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,4,golden1,golden1,1054912.5890147053
