中華民國100年有價證券集中交易市場開（休）市日期表
名稱, 日期, 星期, 說明
中華民國開國紀念日,1月1日,六,依規定放假1日。
國曆新年開始交易日,1月3日,一,國曆新年開始交易。
農曆春節前最後交易日,1月28日,五,1月31日及2月1日市場無交易，僅辦理結算交割作業。
農曆除夕,2月2日,三,依規定放假1日。
農曆春節,2月3日2月4日2月5日2月6日2月7日,四五六日一,依規定於2月3日至2月5日放假3日。2月5日適逢星期六，2月7日（星期一）補假1日。
農曆春節後開始交易日,2月8日,二,農曆春節後開始交易。
和平紀念日,2月28日,一,依規定放假1日。
兒童節,4月4日,一,依規定放假1日。
民族掃墓節,4月5日,二,依規定放假1日。
勞動節,5月1日5月2日,日一,依規定於5月1日放假1日，又依行政院金融監督管理委員會11月17日金管銀國字第09920005840號公告，銀行業於5月2日（星期一）補假1日，爰本公司市場當日補假1日。
端午節,6月6日,一,依規定放假1日。
中秋節,9月12日,一,依規定放假1日。
國慶日,10月10日,一,依規定放假1日。
