date,ticker,latest_price,current_shares,current_weight,strategy_weight,planned_target_weight,target_weight,planned_target_shares,target_shares,delta_shares,weight_diff,action_hint,signal_status
2026-08-28,0050.TW,106.94999694824219,89,0.007506632849966487,0.5,0.43417878154471345,0.47,5148,5572,5483,0.4624933671500335,buy,rebalance
2026-08-28,00631L.TW,36.29999923706055,0,0.0,0.5,0.10103928626013037,0.10103928626013037,3529,3529,3529,0.10103928626013037,buy,rebalance
2026-08-28,00679B.TWO,25.850000381469727,10000,0.2038613733942598,0.0,0.0,0.0,0,0,-10000,-0.2038613733942598,sell,rebalance
2026-08-28,00632R.TW,9.890000343322754,0,0.0,0.0,0.1647819321951561,0.1647819321951561,21127,21127,21127,0.1647819321951561,buy,rebalance
